,Review,Review_norm
97,kecewa bgt baru jg beli tp segel dalemnya udah bolong kayak sengaja dibolongin beda sama yg azarin ss gel itu dia masih kesegel ga divideoin dari awal jd gabisa komplen deh,kecewa banget baru juga beli tapi segel dalemnya sudah bolong kayak sengaja dibolongin beda sama yang azarin ss gel itu dia masih kesegel enggak divideoin dari awal jadi enggak bisa komplen deh
98,kali ini paket white series yg dtng cmn harusnya udh komplain tpi ngga direspon samsek pantes didalam paket ada kertas cara ngajuin komplain trnyata emng ga beres isinya,kali ini paket white series yang dtng cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya
99,tidak sampai barang nya,tidak sampai barang nya
100,bikin bruntusan yg geleuh muka jadi keliatan dan kerasa kotor bgt ewh udh pake sunscreen dan toner yg soft light gitu no deh bener kata org ini buat kulit sensitif dan kering jangan pake akhirnya buat tangan dan area tubuh yg gelap aja deh,bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap saja deh
101,serumnya ga dikirim,serumnya enggak dikirim
102,barang ga dikirim yang dikirim cuma sunscreen sama aloe vera aja,barang enggak dikirim yang dikirim cuma sunscreen sama aloe vera saja
103,nanti kalau dana saya sudah kembali saya ubah bintangnya,nanti kalau dana saya sudah kembali saya ubah bintangnya
104,barang baru sampe setelah hari padahal toko gaada keterangan libur diprosesny lama banget kapok deh belanja di toko ini bingung kok ratingnya bagus ternyata ga sesuai pelayanannya,barang baru sampai setelah hari padahal toko enggak ada keterangan libur diprosesny lama banget kapok deh belanja di toko ini bingung kok ratingnya bagus ternyata enggak sesuai pelayanannya
105,pesanan ga diproses hari sy ajukan pembatalan lgsng diproses dibalas sangat lama dan seadanya pengiriman lama banget,pesanan enggak diproses hari saya ajukan pembatalan lgsng diproses dibalas sangat lama dan seadanya pengiriman lama banget
106,dari checkout hingga barang sampai butuh seminggu lebih,dari checkout hingga barang sampai butuh seminggu lebih
107,saya beli apa yang dikirim apa no respon pula buruk banget,saya beli apa yang dikirim apa no respon pula buruk banget
108,jangan mau beli barang disini gapake kardus isinya setengah lagi,jangan mau beli barang disini enggak pakai kardus isinya setengah lagi
109,pengiriman nya lama sekali bukan hanya dari ekspedisi nya saja tapi konfirmasi diproses barangnya juga ampe berhari hari,pengiriman nya lama sekali bukan hanya dari ekspedisi nya saja tapi konfirmasi diproses barangnya juga sampai berhari hari
110,pesannya sunscreen gel yg datang brightening scrub,pesannya sunscreen gel yang datang brightening scrub
111,hadiah dari bulan november belum dikirim juga di wa gak di bls di dm pun cuma di baca kecewa,hadiah dari bulan november belum dikirim juga di wa enggak di balas di dm pun cuma di baca kecewa
112,panas bgt dipake ke wajah padahal biasa pake sunscreenya,panas banget dipakai ke wajah padahal biasa pakai sunscreenya
113,official store make up termalas yg pernah saya dapat kemasan kirim asalan sangat tdk profesional,official store memakai up termalas yang pernah saya dapat kemasan kirim asalan sangat tidak profesional
114,produk yg dikirim salah beli vit  malah dikirim niacinamide udah niat mau dipake barengan sama retinolnya malah gatot ok ok ga bisa klaim krn ga ada video unboxing fine but you actually owe me smt lhoo ntar disono kutagih ya  disono mana nih  next time bikin packaging gausah mirip warnanya jd bingung sendiri kan pas customer order pdhl beli di official store buat meminimalisir kesalahan  malah lebih fatal hadoo yodah segitu aja bye azarine tokped love  so much guys,produk yang dikirim salah beli vit  malah dikirim niacinamide sudah niat mau dipakai barengan sama retinolnya malah gatot ok ok enggak bisa klaim karena enggak ada video unboxing fine but you actually owe me smt loh entar disono kutagih ya  disono mana nih  next time bikin packaging enggak usah mirip warnanya jadi bingung sendiri kan pas customer order padahal beli di official store buat meminimalisir kesalahan  malah lebih fatal hadoo yodah segitu saja bye azarine tokped love  so much guys
115,beli yg day malah di kirim night lain kali lebih hati hati min,beli yang day malah di kirim night lain kali lebih hati hati min
116,pesen tgl sampe tgl lama proses di toko nya,pesan tanggal sampai tanggal lama proses di toko nya
117,beli ss yg dikirim malah scrub huhh,beli ss yang dikirim malah scrub huhh
118,isinya kosong kalau misal sudah sesuai dengan berat produk di kemasan harusnya jangan banyak ruang yang kosong sama aja bikin konsumen rugi,isinya kosong kalau misal sudah sesuai dengan berat produk di kemasan harusnya jangan banyak ruang yang kosong sama saja bikin konsumen rugi
119,lama,lama
120,saya pesen dua paket twin pack dan lg yg ini harusanya saya terima produk tp saya hanya terima saya tidak sempat melakukan video unboxing jd td bisa klaim mohon untuk setelahnya lbh berhati dan memperhatikan produk yg akan dikirim apa sudah sesuai dgn pesanan atau blm,saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai dengan pesanan atau belum
121,pelayanan admin nya jelek,pelayanan admin nya jelek
122,agak kesel ya aku udah nunggu barangnya dan yang dateng salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesen alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kaya gini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya ga bisa dilampirkan pula ada tulisan ada gangguan di rumah toped gatau deh serah di cek aja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda,agak kesel ya aku sudah menunggu barangnya dan yang datang salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda
123,barang yang dikirim cuman harusnya karena saya beli twin pack,barang yang dikirim cuman harusnya karena saya beli twin pack
124,saya sudah pake harian di wajah saya jadi berminyak merah dan jadi beruntusan,saya sudah pakai harian di wajah saya jadi berminyak merah dan jadi beruntusan
125,ga berbuih,enggak berbuih
126,gak ada perubahan lapisan bibir menebal dan makin gelap bagusnya pas dipake doang,enggak ada perubahan lapisan bibir menebal dan makin gelap bagusnya pas dipakai doang
127,awalnya kaget ada paketan cuma dibubble wrap doang pas dibaca ternyata dari azarine dong padahal biasanya pakai kardus sudah diduga kemasan bakalan penyok karena kurir sini emang pake kardus aja suka keteken mana lama pula ngirimnya semoga balik lagi kemasannya pakai kardus gak cuma bubble wrap polosan macam ini,awalnya kaget ada paketan cuma dibubble wrap doang pas dibaca ternyata dari azarine dong padahal biasanya pakai kardus sudah diduga kemasan bakalan penyok karena kurir sini memang pakai kardus saja suka keteken mana lama pula ngirimnya semoga balik lagi kemasannya pakai kardus enggak cuma bubble wrap polosan macam ini
128,facial cleanser nya tumpah sampe habis sampe dus nya basah ternyata packing nya gak pake bubble wrap,facial cleanser nya tumpah sampai habis sampai dus nya basah ternyata packing nya enggak pakai bubble wrap
129,dibeli tanggal mei nyampe mei kualitas pekiannya pun gak niat gak ada box nya nyesel banget beli disini walaupun officially store seharusnya lebih niat jualan gak sih,dibeli tanggal mei sampai mei kualitas pekiannya pun enggak niat enggak ada box nya menyesal banget beli disini walaupun officially store seharusnya lebih niat jualan enggak sih
130,ketika sampai barang tidak ada di dalam kotak,ketika sampai barang tidak ada di dalam kotak
131,kemasan tanpa kardus membuat tidak aman terhadap suhu produk diterima dalam keadaan panas sehingga tidak tau kualitas masih aman atau tidak,kemasan tanpa kardus membuat tidak aman terhadap suhu produk diterima dalam keadaan panas sehingga tidak tau kualitas masih aman atau tidak
132,tidak ada barangnya padahal tertera ada produk di kardus depan tp di dlm hanya ada sdh terlanjur sy klik selesai,tidak ada barangnya padahal tertera ada produk di kardus depan tapi di dalam hanya ada sudah terlanjur saya klik selesai
133,entah seller lupa masukin produknya apa gimana isi dalam dusnya hanya kertas komplain doang produknya ga ada harga emang ga seberapa tapi kecewa bgt,entah seller lupa memasuki produknya apa bagaimana isi dalam dusnya hanya kertas komplain doang produknya enggak ada harga memang enggak seberapa tapi kecewa banget
134,order item cm item ini yg tdk ada brgnya kecewa banget,order item cuma item ini yang tidak ada brgnya kecewa banget
135,no komen untuk barang ini karena tidak dikirim penjual proses pengirimannya sangat luama sekali mepet batas waktu pengiriman sampai waktu estimasi tiba berubah dan juga kualitas packaging paket kurang baik ditambah pesanan saya juga kurang satu dari total pesanan yang dikirim hanya respon terhadap komplainnya juga minim banget bener bener mepet batas waktu respon baru ada tanggapan bahwa complain disetujui padahal ini official store loh dan saya berharap banyak untuk sisi customer service tapi saya kecewa semoga menjadi improvement kedepannya ya,no komen untuk barang ini karena tidak dikirim penjual proses pengirimannya sangat luama sekali mepet batas waktu pengiriman sampai waktu estimasi tiba berubah dan juga kualitas packaging paket kurang baik ditambah pesanan saya juga kurang satu dari total pesanan yang dikirim hanya respon terhadap komplainnya juga minim banget benar benar mepet batas waktu respon baru ada tanggapan bahwa complain disetujui padahal ini official store loh dan saya berharap banyak untuk sisi customer service tapi saya kecewa semoga menjadi improvement kedepannya ya
136,barang sudah pasti ori tp pengemasan super lama check out kamis senin baru dikirim mohon perbaiki durasi pengemasan kasian kan kalo lagi butuh barangnya segera thanks,barang sudah pasti orisinal tapi pengemasan super lama check out kamis senin baru dikirim mohon perbaiki durasi pengemasan kasihan kan kalo lagi butuh barangnya segera thanks
137,tidak dikiriim dan pengembalian dana lumayan lama,tidak dikiriim dan pengembalian dana lumayan lama
138,kacau sih pesan tgl mei baru sampai tgl mei kalau gak dikirim barang yg di pesan ya lebih baik toko nya di tutup seller slow respon,kacau sih pesan tanggal mei baru sampai tanggal mei kalau enggak dikirim barang yang di pesan ya lebih baik toko nya di tutup seller slow respon
139,sangat mengecewakan karena setelah diaplikasikan tidak lama kemudian sudah sompel kena air sedikit juga jadi sompel saya paham ini kutek peel off tapi bukan berarti lepasnya segampang itu,sangat mengecewakan karena setelah diaplikasikan tidak lama kemudian sudah sompel kena air sedikit juga jadi sompel saya paham ini kutek peel off tapi bukan berarti lepasnya segampang itu
140,saya tidak menerima produk ini sama sekali pada hal saya sangat suka produk toko ini dan saya sering belanja di toko ini tetapi belakangan ini pelayanan toko sangat mengecewakan sok menjadikan lee min ho jadi brand ambasador tapi pelayanan tak becus saya sudah kecewa karena mengiriman yang lelet dan respon yang sangat lambat pada hal produknya sudah lumayan,saya tidak menerima produk ini sama sekali pada hal saya sangat suka produk toko ini dan saya sering belanja di toko ini tetapi belakangan ini pelayanan toko sangat mengecewakan sok menjadikan lee min ho jadi brand ambasador tapi pelayanan tak becus saya sudah kecewa karena mengiriman yang lelet dan respon yang sangat lambat pada hal produknya sudah lumayan
141,belanja tgl mei packing dan kirim tergolong lama begitu sampai brg ini tdk ada dgn fotocopyan ajukan komplen proses pengembalian dana jg lama diterima tgl mei kinerja spt ini sdh ga layak utk era belanja online segera perbaiki sistem perusahaannya spy bs lbh maju kritik membangun utk usaha lokal,belanja tanggal mei packing dan kirim tergolong lama begitu sampai barang ini tidak ada dengan fotocopyan ajukan komplen proses pengembalian dana juga lama diterima tanggal mei kinerja seperti ini sudah enggak layak untuk era belanja online segera perbaiki sistem perusahaannya supaya bisa lebih maju kritik membangun untuk usaha lokal
142,pesan tanggal tanggal baru dikirim sampe tanggal ke bogor harusnya kalo emang toko gak ada pengiriman di tutup dulu ke gak ada info apapun padahal butuh buru,pesan tanggal tanggal baru dikirim sampai tanggal ke bogor harusnya kalo memang toko enggak ada pengiriman di tutup dulu ke enggak ada info apapun padahal butuh buru
143,saya tidak menerima produk ini sama sekali dan uangnya sudah diambil kurir karena pemayaran saya cod,saya tidak menerima produk ini sama sekali dan uangnya sudah diambil kurir karena pemayaran saya cod
144,barangnya gk dkirim,barangnya enggak dkirim
145,tolong kembalikan uang saya saya beli udah saya bayar cod,tolong kembalikan uang saya saya beli sudah saya bayar cod
146,barang tidak datang,barang tidak datang
147,untuk kedepannya mohon untuk memperhatikan jumlah stok produk ya,untuk kedepannya mohon untuk memperhatikan jumlah stok produk ya
148,pengemasan sama pengiriman lama buanget minggu lebih baru nyampe,pengemasan sama pengiriman lama banget minggu lebih baru sampai
149,item nggak dikirim katanya suruh kirim video unboxing lha tapi dari list di paket yang mereka kirim saja jelas tidak tertera serum ini masa masih perlu video unboxing lagi saya beli banyak gamungkin lah saya mau nilep serum cuman satu harga  doang pula coba diitung stok di gudang sesuai nggak,item enggak dikirim katanya suruh kirim video unboxing lah tapi dari list di paket yang mereka kirim saja jelas tidak tertera serum ini masa masih perlu video unboxing lagi saya beli banyak gamungkin lah saya mau nilep serum cuman satu harga  doang pula coba diitung stok di gudang sesuai enggak
150,barang tidak lengkap katanya bundling tapi kurang katanya akan dikirim lagi tapi dikembalikan dana tidak sesuai kecewa sekali jarang belanja kek gini,barang tidak lengkap katanya bundling tapi kurang katanya akan dikirim lagi tapi dikembalikan dana tidak sesuai kecewa sekali jarang belanja kayak begini
151,ga tau kualitasnya blom dicoba barang yang dipesan ga sampai penjual tidak cepat merespon komplain di pusat resolusi hanya jawab ya di chat,enggak tau kualitasnya belum dicoba barang yang dipesan enggak sampai penjual tidak cepat merespon komplain di pusat resolusi hanya jawab ya di chat
152,pelayanan dan pengiriman lama,pelayanan dan pengiriman lama
153,pengirimannya lama baramg sampai rmh sy pas sy lg keluar kota stlah pulanh sy crk ternyata pesanan nya krg item sdngkan sdh lewat hari,pengirimannya lama baramg sampai rumah saya pas saya lagi keluar kota stlah pulanh saya crk ternyata pesanan nya kurang item sdngkan sudah lewat hari
154,proses pemesanan lamaaa bgt pengemasan begini doang udh gitu pesen malah cm dtg komplen  resolusi komplen malah   tanggep didiemin jd hrs nunggu hr untung full balik duit sm cb  lagi pesen disini sih walaupun os pdhl ini pengalaman pertama pesen disini tp lgsg enek sm sellernya,proses pemesanan lama banget pengemasan begini doang sudah begitu pesan malah cuma datang komplen  resolusi komplen malah   tanggep didiemin jadi harus menunggu hari untung full balik duit sama coba  lagi pesan disini sih walaupun os padahal ini pengalaman pertama pesan disini tapi langsung enek sama sellernya
155,ordernya apa dikirimnya apa dicek yang teliti dong,ordernya apa dikirimnya apa dicek yang teliti dong
156,botol kosong tidak ada isinya,botol kosong tidak ada isinya
157,pertama saya sangat kecewa sama toko ini diorder minggu gk kunjung diproses juga alhasil bulan baru sampek kecewa saya teramat kecewa,pertama saya sangat kecewa sama toko ini diorder minggu enggak kunjung diproses juga alhasil bulan baru sampai kecewa saya teramat kecewa
158,mohon maaf saya membeli  twin pack kenapa yang datang malah aja harusnya kan mana sudah kepencet selesai lagi gimana ya saya kecewa banget nih sama pihak azarinenya,mohon maaf saya membeli  twin pack kenapa yang datang malah saja harusnya kan mana sudah kepencet selesai lagi bagaimana ya saya kecewa banget nih sama pihak azarinenya
159,botolnya pecah alhasil paketnya kotor lain kali packagingya diperbaiki,botolnya pecah alhasil paketnya kotor lain kali packagingya diperbaiki
160,sedih banget awalnya cuman karena jerawat dibawah dagu terus nyoba karena viral kan azarine tuh skrg aku harus balik ke dr spkk lagi,sedih banget awalnya cuman karena jerawat dibawah dagu terus mencoba karena viral kan azarine tuh sekarang aku harus balik ke dari spkk lagi
161,kecewaaaa,kecewaaaa
162,udah shopping  official resmi tetap aja  tipu free giftnya ga di kasi penipuan ini tolong lah jangan buat kepercayaan hilang untuk belanja  official,sudah shopping  official resmi tetap saja  tipu free giftnya enggak di kasih penipuan ini tolong lah jangan buat kepercayaan hilang untuk belanja  official
163,penipuan padahal udah belanja  official free giftnya ga dikirimkan lain  klo ga ikhlas kasi promo begitu jangan lah buat promo free gift segala macam dasar penipu,penipuan padahal sudah belanja  official free giftnya enggak dikirimkan lain  kalo enggak ikhlas kasih promo begitu jangan lah buat promo free gift segala macam dasar penipu
164,barang yg diterima tidak sesuai kurang serum,barang yang diterima tidak sesuai kurang serum
165,botol spray nya jelek banget,botol spray nya jelek banget
166,minggu baru sampai,minggu baru sampai
167,kosong,kosong
168,gk cocok,enggak cocok
169,pelayanan penjual kurang responsif dan barang tidak lengkap,pelayanan penjual kurang responsif dan barang tidak lengkap
170,pelayanan penjual kurang responsif,pelayanan penjual kurang responsif
171,harusnya kalo barang kosong tu ya ordernya ditolak dong jangan diaccept dan dikirim paket kosong dengan notes seperti ini gak semua orang stand by di rumah baru sempet buka paketnya setelah status paket selesai karena sedang di luar kota udah hubungin via chat lama banget gak dibales mau ajuin claim jg susah karena status paket sudah selesai otomatis gak kaya aplikasi sebelah yg bisa perpanjang masa garansi kalo paket belum sempet dibuka tolong perbaiki kualitas pengirimannya chat jg udah hari gak dibales walopun cuma rb tetep aja uang,harusnya kalo barang kosong itu ya ordernya ditolak dong jangan diaccept dan dikirim paket kosong dengan notes seperti ini enggak semua orang stand by di rumah baru sempat buka paketnya setelah status paket selesai karena sedang di luar kota sudah hubungin via chat lama banget enggak dibales mau ajuin claim juga susah karena status paket sudah selesai otomatis enggak kayak aplikasi sebelah yang bisa perpanjang masa garansi kalo paket belum sempat dibuka tolong perbaiki kualitas pengirimannya chat juga sudah hari enggak dibales walopun cuma ribu tetap saja uang
172,produk ini tdk cocok utk sy jd bruntusan,produk ini tidak cocok untuk saya jadi bruntusan
173,pesan tgl sampe tgl admin janji dikirim tapi ga juga kalo memang stock ga ada bilang aja jadi ga ngarep terus,pesan tanggal sampai tanggal admin janji dikirim tapi enggak juga kalo memang stock enggak ada bilang saja jadi enggak mengharap terus
174,berkali beli baru kali ini pengemasan lama pengiriman lama kurir gajelas paketan ga di serah in ke custumer dan ga ngasih tau di beri ke siapa smpe sy bingung nungguin,berkali beli baru kali ini pengemasan lama pengiriman lama kurir enggak jelas paketan enggak di serah ini ke custumer dan enggak mengasih tau di beri ke siapa sampai saya bingung menunggu
175,respon penjual dan pengiriman sangat lambat butuh hari barang nyampek di rumah,respon penjual dan pengiriman sangat lambat butuh hari barang nyampek di rumah
176,konfirmasi order lama pengiriman product lama dan cs atau admin slow respon dan jawaban tidak nyambung,konfirmasi order lama pengiriman product lama dan customer service atau admin slow respon dan jawaban tidak menyambung
177,kaget sih begitu buka ga ada isinya cuma ada kertas aja,kaget sih begitu buka enggak ada isinya cuma ada kertas saja
178,saya pesan pesanan tapi yg ini tidak dikirim di chat tidak ada respon,saya pesan pesanan tapi yang ini tidak dikirim di chat tidak ada respon
179,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing,ini pertama kalinya saya tidak menerima barang pesanan saya secara lengkap sayangnya saya tidak melakukan video unboxing
180,beli tgl mei chat admin katanya tgl bisa dikirim tp sampai sudah mau batal otomatis baru dikirim sampe di rmh tgl malem pdhal mau dibawa ke luar kota tgl mei krn melihat status ga dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tp pelayanan buruk dan pengiriman lama barang yg dikirim sesuai hanya tdk ada box atau bubble wrap kalo yg butuh cepat tolong pertimbangkan utk beli di official store,beli tanggal mei chat admin katanya tanggal bisa dikirim tapi sampai sudah mau batal otomatis baru dikirim sampai di rumah tanggal malam padahal mau dibawa ke luar kota tanggal mei karena melihat status enggak dikirim akhirnya beli sama reseller di jakarta kecewa baru pertama kali pesan di official store tapi pelayanan buruk dan pengiriman lama barang yang dikirim sesuai hanya tidak ada box atau bubble wrap kalo yang butuh cepat tolong pertimbangkan untuk beli di official store
181,udahlah prosesnya lama bgt yg dikirim gk lengkap juga bilang dong kalo brgnya kosong gk bisa kasih review krn saya gak terima barang ini,sudahlah prosesnya lama banget yang dikirim enggak lengkap juga bilang dong kalo brgnya kosong enggak bisa kasih review karena saya enggak terima barang ini
182,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tdk direspond dg cepat tidak ada isi yg tumpah cm berharap kotak kemasan dr azarine bs lebih baik lg saya bs krm video unboxing,saya kira membeli dari toko official bisa dapat pengemasan lebih baik saya terima kondisi kotak kemasan prpduk terbuka dan saya tanya chat penjual tidak direspond dengan cepat tidak ada isi yang tumpah cuma berharap kotak kemasan dari azarine bisa lebih baik lagi saya bisa kirim video unboxing
183,tiap belanja pasti salah klo ga kurang barangnya ya salah barangnya ikhlasin aja semoga berkah kalo produknya cocok pelayanan nya aja kurang atau butuh karyawan,tiap belanja pasti salah kalo enggak kurang barangnya ya salah barangnya ikhlasin saja semoga berkah kalo produknya cocok pelayanan nya saja kurang atau butuh karyawan
184,pelayanannya jelek bgt,pelayanannya jelek banget
185,kalau barang tdk ada toko wajib konfirmasi ke customer melalui nomer kah chat toped kah bukan seenaknya kasih secarik kertas minta klaim refund barang yg kosong takut harus kasih vouchsr ribu ya buat apa ada pengaturan stok kalau gitu sayangnya tokopedia seperti tutup mata akan praktek seperti ini,kalau barang tidak ada toko wajib konfirmasi ke customer melalui nomer kah chat toped kah bukan seenaknya kasih secarik kertas meminta klaim refund barang yang kosong takut harus kasih vouchsr ribu ya buat apa ada pengaturan stok kalau begitu sayangnya tokopedia seperti tutup mata akan praktek seperti ini
186,kualitas semprotan jelek,kualitas semprotan jelek
187,barang nya dtg kaya gini donk packing nya,barang nya datang kayak begini dong packing nya
188,salah kirim barang hadehh,salah kirim barang hadehh
189,okee,okee
190,pesan hydrasooth dikirim yang hydramax  mana baru sempet unboxing pas udah selesai otomatis lagii duhh,pesan hydrasooth dikirim yang hydramax  mana baru sempat unboxing pas sudah selesai otomatis lagi duh
191,prosesnya luamaaa bangett ,prosesnya luamaaa banget 
192,barang gak ada bukanny lngsng drefund dlm box dksh kertas tulisanny mohon minta pengembalian dana untuk brg yg tdk ada sdngkn dluar box dtulis hrs video unboxing untung saya video unboxing kalo gak bs gak kembali tuh dananya,barang enggak ada bukanny lngsng drefund dalam box dksh kertas tulisanny mohon meminta pengembalian dana untuk barang yang tidak ada sdngkn diluar box dtulis harus video unboxing untung saya video unboxing kalo enggak bisa enggak kembali tuh dananya
193,barang gak ada terus minta pengembalian dana blgny amu gak dkirim kekuranganny ud djawab mau malah blg ny brgny gak ada refund manual aj mau gak yah aneh lah  refund  lewat toped kenapa jg hrs manual,barang enggak ada terus meminta pengembalian dana blgny kamu enggak dkirim kekurangannya sudah djawab mau malah bilang nya brgny enggak ada refund manual saja mau enggak ya aneh lah  refund  lewat toped kenapa juga harus manual
194,barang ga dikirim uang dikembalikan setelah complain,barang enggak dikirim uang dikembalikan setelah complain
195,lupa ngevideoin pas buka paket kirain bakal aman ternyata dikasih yg segelnya udah kebuka dan kayanya udah dipake kaya sisa setengah padahal official azzarinenya parah kapokk,lupa ngevideoin pas buka paket mengira bakal aman ternyata dikasih yang segelnya sudah kebuka dan kayanya sudah dipakai kayak sisa setengah padahal official azzarinenya parah kapokk
196,barang ga dikirim tp ga ngasih tau ke pembeli udah gtu slow respon banget chat adminnya payah banget pelayanannya ini official store loh,barang enggak dikirim tapi enggak mengasih tau ke pembeli sudah begitu slow respon banget chat adminnya payah banget pelayanannya ini official store loh
197,penjual tidak teliti hair serum tidak diterima pembeli beli items sunscreen eye serum hair serum tapi yang datang hanya hair serum tidak ada,penjual tidak teliti hair serum tidak diterima pembeli beli items sunscreen eye serum hair serum tapi yang datang hanya hair serum tidak ada
198,penjual tidak teliti ada barang yang tidak terkirim,penjual tidak teliti ada barang yang tidak terkirim
199,penjual tidak teliti beli items yang dikirim hanya,penjual tidak teliti beli items yang dikirim hanya
200,pengemasan sangat lama pengiriman jga sangat lama,pengemasan sangat lama pengiriman juga sangat lama
201,produk bocor di bagian lapisan alumunium foil padahal sengaja beli buat stok pas cek baunya juga kurang baik,produk bocor di bagian lapisan alumunium foil padahal sengaja beli buat stok pas cek baunya juga kurang baik
202,pesen pcs skincare yg dteng cm udh dikomplain tiba komplainan selesai tanpa solusi ataupun jawaban,pesan pcs skincare yang datang cuma sudah dikomplain tiba komplainan selesai tanpa solusi ataupun jawaban
203,isinya bocor tolong lebih teliti dlm pengemasan biar coustemer gg rugi,isinya bocor tolong lebih teliti dalam pengemasan biar coustemer enggak rugi
204,mohon maaf tapi saya agak ragu dengan keaslian produkx krn tdk ada hologramx wanginya juga beda,mohon maaf tapi saya agak ragu dengan keaslian produkx karena tidak ada hologramx wanginya juga beda
205,mau ganti alamat udh disetujui tokped namn toko tdk menyetujui makasih banget sama kurir jne mau bantu anterin,mau ganti alamat sudah disetujui tokped namn toko tidak menyetujui terima kasih banget sama kurir jne mau bantu antarkan
206,pesen yang retinol dan vit  yang datang malah suncreen dan retinol payah,pesan yang retinol dan vit  yang datang malah suncreen dan retinol payah
207,gak cocok,enggak cocok
208,baru buka paket sabtu toko libur barang pesan eyeshadow di kasih nya brownzer mw pengajuan komplain apps tidak bisa dan pula terlanjur barang saya buka hiks transaksi pertama saya dan maaf cukup kecewa,baru buka paket sabtu toko libur barang pesan eyeshadow di kasih nya brownzer mau pengajuan komplain apps tidak bisa dan pula terlanjur barang saya buka hiks transaksi pertama saya dan maaf cukup kecewa
209,packingnya pelit banget gak pake bubble wrap sama sekali kotaknya penyok sampe kebuka lem sampingnya,packingnya pelit banget enggak pakai bubble wrap sama sekali kotaknya penyok sampai kebuka lem sampingnya
210,worst seller ever barang kurang ada video unboxing tapi tidak di respond sudah chat baik tidak mau di balas hati kalo order barang banyak,worst seller ever barang kurang ada video unboxing tapi tidak di respond sudah chat baik tidak mau di balas hati kalo order barang banyak
211,perih di kulit sy yg agak sensitif ga recommend sorry,perih di kulit saya yang agak sensitif enggak recommend sorry
212,kecewa yg di kirm hand sanitizer,kecewa yang di kirm hand sanitizer
213,bahan nya ga ori,bahan nya enggak orisinal
214,barang ga saya terima tapi pngiriman sudah selesai kecewaa bangett,barang enggak saya terima tapi pngiriman sudah selesai kecewaa banget
215,sorry kasih bintang jelek krn saya kecewa dgn servis pengiriman nya yg sangat lama packing mubazir padhaay barang nya kecil,sorry kasih bintang jelek karena saya kecewa dengan servis pengiriman nya yang sangat lama packing mubazir padhaay barang nya kecil
216,pengemasan rusak,pengemasan rusak
217,hati hati dalam unboxing pastikan memvideo karena jika tidak saat barang tidak lengkap penjual tidak mau bertanggung jawab sangat kecewa this is gonna be my last repurchase walaupun kualitas produk okay tapi tanggung jawab seperti ini   better move to others thanks,hati hati dalam unboxing pastikan memvideo karena jika tidak saat barang tidak lengkap penjual tidak mau bertanggung jawab sangat kecewa this is gonna be my last repurchase walaupun kualitas produk okay tapi tanggung jawab seperti ini   better move tapi others thanks
218,engga cocok dr yg cuma kusam doang coba pake ini malah dikeroyok jerawat,enggak cocok dari yang cuma kusam doang coba pakai ini malah dikeroyok jerawat
219,udah barang datang nya telat gk  bubble wrap barang nggak ada padahal stocknya ada aku yang harus chat malah dia minta refund lagi nggak ada kejelasan kecewa sama official nya,sudah barang datang nya telat enggak  bubble wrap barang enggak ada padahal stocknya ada aku yang harus chat malah dia meminta refund lagi enggak ada kejelasan kecewa sama official nya
220,aku kecewa barang nya telat datang nggak  bubble wrap nggak ngasih solusi terus katanya ada stock ehh nggak ada info setelah barang datang padahal beli  toped tapi dapat suratnya itu gmn sich datang,aku kecewa barang nya telat datang enggak  bubble wrap enggak mengasih solusi terus katanya ada stock eh enggak ada info setelah barang datang padahal beli  toped tapi dapat suratnya itu bagaimana sih datang
221,gak bertanggung jawab,enggak bertanggung jawab
222,barang tidak terkirim karena rusak dan uang direfund,barang tidak terkirim karena rusak dan uang direfund
