,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
56,gausah ditanya lagi emang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yg gak akan ganti lagi,enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,"['enggak', 'usah', 'ditanya', 'lagi', 'memang', 'sebagus', 'itu', 'lembab', 'dan', 'bisa', 'bantu', 'pulih', 'skin', 'barier', 'sejauh', 'ini', 'moisturizer', 'yang', 'enggak', 'akan', 'ganti', 'lagi']","['enggak', 'usah', 'ditanya', 'memang', 'sebagus', 'lembab', 'bantu', 'pulih', 'skin', 'barier', 'sejauh', 'moisturizer', 'enggak', 'ganti']","['enggak', 'usah', 'tanya', 'memang', 'bagus', 'lembab', 'bantu', 'pulih', 'skin', 'barier', 'jauh', 'moisturizer', 'enggak', 'ganti']"
57,produk sangat bangus langsung menyerap dan membuat lembab,produk sangat bangus langsung menyerap dan membuat lembab,"['produk', 'sangat', 'bangus', 'langsung', 'menyerap', 'dan', 'membuat', 'lembab']","['produk', 'sangat', 'bangus', 'langsung', 'menyerap', 'membuat', 'lembab']","['produk', 'sangat', 'bangus', 'langsung', 'serap', 'buat', 'lembab']"
58,udah repurchase berkali produk simple dan efektif packaging jg simple dan aman,sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,"['sudah', 'repurchase', 'berkali', 'produk', 'simple', 'dan', 'efektif', 'packaging', 'juga', 'simple', 'dan', 'aman']","['repurchase', 'berkali', 'produk', 'simple', 'efektif', 'packaging', 'simple', 'aman']","['repurchase', 'kali', 'produk', 'simple', 'efektif', 'packaging', 'simple', 'aman']"
59,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,"['cocok', 'di', 'kulit', 'saya', 'tekstur', 'ringan', 'dan', 'sangat', 'cepat', 'menyerap', 'di', 'kulit', 'super', 'recommended']","['cocok', 'kulit', 'tekstur', 'ringan', 'sangat', 'cepat', 'menyerap', 'kulit', 'super', 'recommended']","['cocok', 'kulit', 'tekstur', 'ringan', 'sangat', 'cepat', 'serap', 'kulit', 'super', 'recommended']"
60,baru pertama kali beli skin game mudah mudahan cocok,baru pertama kali beli skin game mudah mudahan cocok,"['baru', 'pertama', 'kali', 'beli', 'skin', 'game', 'mudah', 'mudahan', 'cocok']","['baru', 'pertama', 'kali', 'beli', 'skin', 'game', 'mudah', 'mudahan', 'cocok']","['baru', 'pertama', 'kali', 'beli', 'skin', 'game', 'mudah', 'mudah', 'cocok']"
61,akhirnyaaa menemukan moisturizer yg cocokkk moistnya ringan dan cepet menyerap aku udah make tube tube bisa dipake bulan lebih tergantung pemakaiannya,akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya,"['akhirnya', 'menemukan', 'moisturizer', 'yang', 'cocok', 'moistnya', 'ringan', 'dan', 'cepat', 'menyerap', 'aku', 'sudah', 'memakai', 'tube', 'tube', 'bisa', 'dipakai', 'bulan', 'lebih', 'tergantung', 'pemakaiannya']","['akhirnya', 'menemukan', 'moisturizer', 'cocok', 'moistnya', 'ringan', 'cepat', 'menyerap', 'aku', 'memakai', 'tube', 'tube', 'dipakai', 'bulan', 'lebih', 'tergantung', 'pemakaiannya']","['akhir', 'temu', 'moisturizer', 'cocok', 'moistnya', 'ringan', 'cepat', 'serap', 'aku', 'pakai', 'tube', 'tube', 'pakai', 'bulan', 'lebih', 'gantung', 'pakai']"
62,baguss semoga cocok,bagus semoga cocok,"['bagus', 'semoga', 'cocok']","['bagus', 'semoga', 'cocok']","['bagus', 'moga', 'cocok']"
63,baru mau dicoba semoga cocok,baru mau dicoba semoga cocok,"['baru', 'mau', 'dicoba', 'semoga', 'cocok']","['baru', 'mau', 'dicoba', 'semoga', 'cocok']","['baru', 'mau', 'coba', 'moga', 'cocok']"
64,produk ori dan aman kakak adminnya juga ramah banget bakal repurchase lagiii deh kayaknya,produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya,"['produk', 'orisinal', 'dan', 'aman', 'kakak', 'adminnya', 'juga', 'ramah', 'banget', 'bakal', 'repurchase', 'lagi', 'deh', 'kayaknya']","['produk', 'orisinal', 'aman', 'kakak', 'adminnya', 'ramah', 'banget', 'bakal', 'repurchase', 'deh', 'kayaknya']","['produk', 'orisinal', 'aman', 'kakak', 'adminnya', 'ramah', 'banget', 'bakal', 'repurchase', 'deh', 'kayak']"
65,pengiriman dan pengemasan cepat bgt aman produk sesuai udh pernah coba dan lumayan bikin jerawat cpt mateng thankyou,pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou,"['pengiriman', 'dan', 'pengemasan', 'cepat', 'banget', 'aman', 'produk', 'sesuai', 'sudah', 'pernah', 'coba', 'dan', 'lumayan', 'bikin', 'jerawat', 'cepat', 'mateng', 'thankyou']","['pengiriman', 'pengemasan', 'cepat', 'banget', 'aman', 'produk', 'sesuai', 'pernah', 'coba', 'lumayan', 'bikin', 'jerawat', 'cepat', 'mateng', 'thankyou']","['kirim', 'emas', 'cepat', 'banget', 'aman', 'produk', 'sesuai', 'pernah', 'coba', 'lumayan', 'bikin', 'jerawat', 'cepat', 'mateng', 'thankyou']"
66,baunya agak aneh apek dan bau besi seperti dr tempatnya saya pernah pakai sabun lain yg tanpa bau tp ga pernah spt ini jd kurang nyaman pakainya dan sampai skrg masih ada,baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,"['baunya', 'agak', 'aneh', 'apek', 'dan', 'bau', 'besi', 'seperti', 'dari', 'tempatnya', 'saya', 'pernah', 'pakai', 'sabun', 'lain', 'yang', 'tanpa', 'bau', 'tapi', 'enggak', 'pernah', 'seperti', 'ini', 'jadi', 'kurang', 'nyaman', 'pakainya', 'dan', 'sampai', 'sekarang', 'masih', 'ada']","['baunya', 'aneh', 'apek', 'bau', 'besi', 'tempatnya', 'pernah', 'pakai', 'sabun', 'bau', 'enggak', 'pernah', 'jadi', 'kurang', 'nyaman', 'pakainya', 'sekarang']","['bau', 'aneh', 'apek', 'bau', 'besi', 'tempat', 'pernah', 'pakai', 'sabun', 'bau', 'enggak', 'pernah', 'jadi', 'kurang', 'nyaman', 'pakai', 'sekarang']"
67,dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail  love you kembali serebu,dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail  love you kembali serebu,"['dari', 'dulu', 'selalu', 'jadi', 'langganan', 'untuk', 'solusi', 'kalau', 'lagi', 'jerawatan', 'bulan', 'ini', 'kebetulan', 'lagi', 'breakout', 'dan', 'tidak', 'pikir', 'lama', 'langsung', 'checkout', 'kembali', 'ini', 'holy', 'grail', 'love', 'you', 'kembali', 'serebu']","['dulu', 'selalu', 'jadi', 'langganan', 'solusi', 'kalau', 'jerawatan', 'bulan', 'kebetulan', 'breakout', 'pikir', 'lama', 'langsung', 'checkout', 'holy', 'grail', 'love', 'you', 'serebu']","['dulu', 'selalu', 'jadi', 'langgan', 'solusi', 'kalau', 'jerawat', 'bulan', 'betul', 'breakout', 'pikir', 'lama', 'langsung', 'checkout', 'holy', 'grail', 'love', 'you', 'rebu']"
68,barang sampai dgn selamat packagingnya jg aman semoga cocok,barang sampai dengan selamat packagingnya juga aman semoga cocok,"['barang', 'sampai', 'dengan', 'selamat', 'packagingnya', 'juga', 'aman', 'semoga', 'cocok']","['barang', 'selamat', 'packagingnya', 'aman', 'semoga', 'cocok']","['barang', 'selamat', 'packagingnya', 'aman', 'moga', 'cocok']"
69,warna nya kuning entah karena apa,warna nya kuning entah karena apa,"['warna', 'nya', 'kuning', 'entah', 'karena', 'apa']","['warna', 'nya', 'kuning', 'entah', 'apa']","['warna', 'nya', 'kuning', 'entah', 'apa']"
70,baru pertama kali coba semoga cocok thank you seller,baru pertama kali coba semoga cocok thank you seller,"['baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok', 'thank', 'you', 'seller']","['baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok', 'thank', 'you', 'seller']","['baru', 'pertama', 'kali', 'coba', 'moga', 'cocok', 'thank', 'you', 'seller']"
71,barang sampai dgn selamat,barang sampai dengan selamat,"['barang', 'sampai', 'dengan', 'selamat']","['barang', 'selamat']","['barang', 'selamat']"
72,packing rapi dan aman barang sesuai pesenan,packing rapi dan aman barang sesuai pesanan,"['packing', 'rapi', 'dan', 'aman', 'barang', 'sesuai', 'pesanan']","['packing', 'rapi', 'aman', 'barang', 'sesuai', 'pesanan']","['packing', 'rapi', 'aman', 'barang', 'sesuai', 'pesan']"
73,this moisturizer is seriously  game changer  love how one bottle could last me months,this moisturizer is seriously  game changer  love how one bottle could last me months,"['this', 'moisturizer', 'is', 'seriously', 'game', 'changer', 'love', 'how', 'one', 'bottle', 'could', 'last', 'me', 'months']","['this', 'moisturizer', 'is', 'seriously', 'game', 'changer', 'love', 'how', 'one', 'bottle', 'could', 'last', 'me', 'months']","['this', 'moisturizer', 'is', 'seriously', 'game', 'changer', 'love', 'how', 'one', 'bottle', 'could', 'last', 'me', 'months']"
74,baeu nyoba pertama kali smoga bisa cocok krn reviewnya bagus,baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,"['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'bisa', 'cocok', 'karena', 'reviewnya', 'bagus']","['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'cocok', 'reviewnya', 'bagus']","['baru', 'coba', 'pertama', 'kali', 'moga', 'cocok', 'reviewnya', 'bagus']"
75,mantap sesuaiii semoga cocok,mantap sesuai semoga cocok,"['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'sesuai', 'moga', 'cocok']"
76,tadinya mau beli diofflinestore tp mahal bgt  pas cek dionline store nya cuma  karena dpt potongan sm lg flashsale langsung beli,tadinya mau beli diofflinestore tapi mahal banget  pas cek dionline store nya cuma  karena dapat potongan sama lagi flashsale langsung beli,"['tadinya', 'mau', 'beli', 'diofflinestore', 'tapi', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'karena', 'dapat', 'potongan', 'sama', 'lagi', 'flashsale', 'langsung', 'beli']","['tadinya', 'mau', 'beli', 'diofflinestore', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'potongan', 'sama', 'flashsale', 'langsung', 'beli']","['tadi', 'mau', 'beli', 'diofflinestore', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'potong', 'sama', 'flashsale', 'langsung', 'beli']"
77,makasiihh,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
78,makasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']"
79,makasiihh tp tumben ga ada gift nya,terima kasih tapi tumben enggak ada gift nya,"['terima', 'kasih', 'tapi', 'tumben', 'enggak', 'ada', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'enggak', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'enggak', 'gift', 'nya']"
80,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terimakasih,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'ini', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'terima', 'kasih']","['tipe', 'kulit', 'minyak', 'masalah', 'kulit', 'jerawat', 'moga', 'cocok', 'sama', 'rangkai', 'terima', 'kasih']"
81,stlh semingguan pke muka jd bruntusan gtw emng efek samping pemakaian ato emng ga cocok,setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,"['setelah', 'semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'atau', 'memang', 'enggak', 'cocok']","['semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'memang', 'enggak', 'cocok']","['minggu', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pakai', 'memang', 'enggak', 'cocok']"
82,bagus,bagus,['bagus'],['bagus'],['bagus']
83,pengirimannya cukup cepat dan barang yg dikirimkan sesuai pesanan expired datenya dan,pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,"['pengirimannya', 'cukup', 'cepat', 'dan', 'barang', 'yang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya', 'dan']","['pengirimannya', 'cukup', 'cepat', 'barang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya']","['kirim', 'cukup', 'cepat', 'barang', 'kirim', 'sesuai', 'pesan', 'expired', 'datenya']"
84,cocok dikulit saya ngak kering atau ketarik pengiriman cepet mantull,cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,"['cocok', 'dikulit', 'saya', 'enggak', 'kering', 'atau', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'dikulit', 'enggak', 'kering', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'kulit', 'enggak', 'kering', 'tarik', 'kirim', 'cepat', 'mantap']"
85,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,"['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstik', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'ulur', 'terlalu', 'panjang']"
86,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,"['barang', 'lengkap', 'packing', 'aman', 'dan', 'rapi', 'belum', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['barang', 'lengkap', 'packing', 'aman', 'rapi', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['barang', 'lengkap', 'packing', 'aman', 'rapi', 'coba', 'productnya', 'moga', 'cocok', 'tipe', 'kulit', 'normal']"
87,bacanya review nya bagus mudahan jg cocok terima kasih bonusnya pas banget pas lagi butuh,bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,"['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'juga', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'lagi', 'butuh']","['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'butuh']","['baca', 'review', 'nya', 'bagus', 'mudah', 'cocok', 'terima', 'kasih', 'bonus', 'pas', 'banget', 'pas', 'butuh']"
88,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya udh mendingan dan kempes,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,"['cocok', 'dikulit', 'sebelum', 'pakai', 'jerawat', 'biji', 'di', 'pipi', 'agak', 'meradang', 'malam', 'dikasih', 'besoknya', 'sudah', 'mendingan', 'dan', 'kempes']","['cocok', 'dikulit', 'pakai', 'jerawat', 'biji', 'pipi', 'meradang', 'malam', 'dikasih', 'besoknya', 'mendingan', 'kempes']","['cocok', 'kulit', 'pakai', 'jerawat', 'biji', 'pipi', 'radang', 'malam', 'kasih', 'besok', 'mending', 'kempes']"
89,sebenarnya bagus tapi di aq jatuhnya bikin bibir agak kering walaupun sebelum pake lipstick udh pakai lipbalm warnanya pigmented bgt merah queennya bagus bgt,sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,"['sebenarnya', 'bagus', 'tapi', 'di', 'aku', 'jatuhnya', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'sebelum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['sebenarnya', 'bagus', 'aku', 'jatuhnya', 'bikin', 'bibir', 'kering', 'walaupun', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['benar', 'bagus', 'aku', 'jatuh', 'bikin', 'bibir', 'kering', 'walaupun', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warna', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']"
90,exp date msh lama pengirimannya jg cepat dapet diskonnya lumayan lagi thanks somethinc,exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,"['exp', 'date', 'masih', 'lama', 'pengirimannya', 'juga', 'cepat', 'dapat', 'diskonnya', 'lumayan', 'lagi', 'thanks', 'somethinc']","['exp', 'date', 'lama', 'pengirimannya', 'cepat', 'diskonnya', 'lumayan', 'thanks', 'somethinc']","['exp', 'date', 'lama', 'kirim', 'cepat', 'diskon', 'lumayan', 'thanks', 'somethinc']"
92,semoga cocok di kulitku yg sensitif ini karna banyak tmn yg rekomen coba ini jadi lgsg aku checkout,semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,"['semoga', 'cocok', 'di', 'kulitku', 'yang', 'sensitif', 'ini', 'karena', 'banyak', 'teman', 'yang', 'rekomen', 'coba', 'ini', 'jadi', 'langsung', 'aku', 'checkout']","['semoga', 'cocok', 'kulitku', 'sensitif', 'banyak', 'teman', 'rekomen', 'coba', 'jadi', 'langsung', 'aku', 'checkout']","['moga', 'cocok', 'kulit', 'sensitif', 'banyak', 'teman', 'rekomen', 'coba', 'jadi', 'langsung', 'aku', 'checkout']"
93,belum dicoba smg cocok,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['dicoba', 'semoga', 'cocok']","['coba', 'moga', 'cocok']"
94,tipe kulitku kombinasi,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'kombinasi']"
95,sesuai deskripsi,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
96,paket aman semoga cocok,paket aman semoga cocok,"['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'moga', 'cocok']"
97,masalah kulitku pori besar,masalah kulitku pori besar,"['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulit', 'pori', 'besar']"
98,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'tipe', 'kulit', 'sensitif', 'masalah', 'kulit', 'jerawat']"
99,kiriman cepat packing bagus,kiriman cepat packing bagus,"['kiriman', 'cepat', 'packing', 'bagus']","['kiriman', 'cepat', 'packing', 'bagus']","['kirim', 'cepat', 'packing', 'bagus']"
100,sesuai dengan deskripsi,sesuai dengan deskripsi,"['sesuai', 'dengan', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
