,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
38,udah pede ga akan ada masalah karena dari official store jadi pas buka ga divideo taunya ada satu yg atasnya udah sobek gitu dan tentunya semua essencenya kering sudah lesson learned jaman skrg memang semua paket harus video unboxing bahkan dari toko terpercaya sekalipun,sudah percaya diri enggak akan ada masalah karena dari official store jadi pas buka enggak divideo taunya ada satu yang atasnya sudah sobek begitu dan tentunya semua essencenya kering sudah lesson learned jaman sekarang memang semua paket harus video unboxing bahkan dari toko terpercaya sekalipun,"['sudah', 'percaya', 'diri', 'enggak', 'akan', 'ada', 'masalah', 'karena', 'dari', 'official', 'store', 'jadi', 'pas', 'buka', 'enggak', 'divideo', 'taunya', 'ada', 'satu', 'yang', 'atasnya', 'sudah', 'sobek', 'begitu', 'dan', 'tentunya', 'semua', 'essencenya', 'kering', 'sudah', 'lesson', 'learned', 'jaman', 'sekarang', 'memang', 'semua', 'paket', 'harus', 'video', 'unboxing', 'bahkan', 'dari', 'toko', 'terpercaya', 'sekalipun']","['percaya', 'official', 'store', 'pas', 'buka', 'divideo', 'taunya', 'atasnya', 'sobek', 'essencenya', 'kering', 'lesson', 'learned', 'jaman', 'paket', 'video', 'unboxing', 'toko', 'terpercaya']","['percaya', 'official', 'store', 'pas', 'buka', 'video', 'tau', 'atas', 'sobek', 'essencenya', 'kering', 'lesson', 'learned', 'jaman', 'paket', 'video', 'unboxing', 'toko', 'percaya']"
39,hasilnya belom nampak udah minggu pemakaian,hasilnya belum menampak sudah minggu pemakaian,"['hasilnya', 'belum', 'menampak', 'sudah', 'minggu', 'pemakaian']","['hasilnya', 'menampak', 'minggu', 'pemakaian']","['hasil', 'tampak', 'minggu', 'pakai']"
40,segel plastik  sdh gk ada pas  buka krtas dlm  udh robek kek udh di unboxing,segel plastik  sudah enggak ada pas  buka krtas dalam  sudah robek kayak sudah di unboxing,"['segel', 'plastik', 'sudah', 'enggak', 'ada', 'pas', 'buka', 'krtas', 'dalam', 'sudah', 'robek', 'kayak', 'sudah', 'di', 'unboxing']","['segel', 'plastik', 'pas', 'buka', 'krtas', 'robek', 'kayak', 'unboxing']","['segel', 'plastik', 'pas', 'buka', 'krtas', 'robek', 'kayak', 'unboxing']"
41,tutup tidak rapat bocor sampai isinya habis proses komplain ribet sekali harus kirim balik kemasan kosongnya,tutup tidak rapat bocor sampai isinya habis proses komplain ribet sekali harus kirim balik kemasan kosongnya,"['tutup', 'tidak', 'rapat', 'bocor', 'sampai', 'isinya', 'habis', 'proses', 'komplain', 'ribet', 'sekali', 'harus', 'kirim', 'balik', 'kemasan', 'kosongnya']","['tutup', 'rapat', 'bocor', 'isinya', 'habis', 'proses', 'komplain', 'ribet', 'kirim', 'kemasan', 'kosongnya']","['tutup', 'rapat', 'bocor', 'isi', 'habis', 'proses', 'komplain', 'ribet', 'kirim', 'kemas', 'kosong']"
42,no review found,no review found,"['no', 'review', 'found']","['no', 'review', 'found']","['no', 'review', 'found']"
43,tidak diberikan bonus sesuai deskripsi,tidak diberikan bonus sesuai deskripsi,"['tidak', 'diberikan', 'bonus', 'sesuai', 'deskripsi']","['bonus', 'sesuai', 'deskripsi']","['bonus', 'sesuai', 'deskripsi']"
44,timbul banyak jerawat kecil,timbul banyak jerawat kecil,"['timbul', 'banyak', 'jerawat', 'kecil']","['timbul', 'jerawat']","['timbul', 'jerawat']"
45,gak cocok bikin gatal dan iritasi pas pemakaian minggu coba berhenti minggu trus pake lagi ternyata sama aja gatal dan iritasi jd breakout gitu,enggak cocok bikin gatal dan iritasi pas pemakaian minggu coba berhenti minggu terus pakai lagi ternyata sama saja gatal dan iritasi jadi breakout begitu,"['enggak', 'cocok', 'bikin', 'gatal', 'dan', 'iritasi', 'pas', 'pemakaian', 'minggu', 'coba', 'berhenti', 'minggu', 'terus', 'pakai', 'lagi', 'ternyata', 'sama', 'saja', 'gatal', 'dan', 'iritasi', 'jadi', 'breakout', 'begitu']","['cocok', 'bikin', 'gatal', 'iritasi', 'pas', 'pemakaian', 'minggu', 'coba', 'berhenti', 'minggu', 'pakai', 'gatal', 'iritasi', 'breakout']","['cocok', 'bikin', 'gatal', 'iritasi', 'pas', 'pakai', 'minggu', 'coba', 'henti', 'minggu', 'pakai', 'gatal', 'iritasi', 'breakout']"
46,kok bisa isinya kosong aduhhh,kok bisa isinya kosong aduh,"['kok', 'bisa', 'isinya', 'kosong', 'aduh']","['isinya', 'kosong', 'aduh']","['isi', 'kosong', 'aduh']"
47,aku senang dapat pc nya yoongi tapi aku kecewa sama barangnya aku mau coba make sunscreennya udah aku pencet kok gak mau keluar ternyata isinya udah mau habis,aku senang dapat pc nya yoongi tapi aku kecewa sama barangnya aku mau coba memakai sunscreennya sudah aku pencet kok enggak mau keluar ternyata isinya sudah mau habis,"['aku', 'senang', 'dapat', 'pc', 'nya', 'yoongi', 'tapi', 'aku', 'kecewa', 'sama', 'barangnya', 'aku', 'mau', 'coba', 'memakai', 'sunscreennya', 'sudah', 'aku', 'pencet', 'kok', 'enggak', 'mau', 'keluar', 'ternyata', 'isinya', 'sudah', 'mau', 'habis']","['senang', 'pc', 'nya', 'yoongi', 'kecewa', 'barangnya', 'coba', 'memakai', 'sunscreennya', 'pencet', 'isinya', 'habis']","['senang', 'pc', 'nya', 'yoongi', 'kecewa', 'barang', 'coba', 'pakai', 'sunscreennya', 'pencet', 'isi', 'habis']"
48,promonya serum toner tp dikirim duanya serum,promonya serum toner tapi dikirim duanya serum,"['promonya', 'serum', 'toner', 'tapi', 'dikirim', 'duanya', 'serum']","['promonya', 'serum', 'toner', 'dikirim', 'duanya', 'serum']","['promonya', 'serum', 'toner', 'kirim', 'dua', 'serum']"
49,saya sudah checkout yang ada free guasha tapi pas sampai guashanya tidak ada harusnya yang dapat guasha sesuai yang sudah checkout duluan bukan bayar duluan,saya sudah checkout yang ada free guasha tapi pas sampai guashanya tidak ada harusnya yang dapat guasha sesuai yang sudah checkout duluan bukan bayar duluan,"['saya', 'sudah', 'checkout', 'yang', 'ada', 'free', 'guasha', 'tapi', 'pas', 'sampai', 'guashanya', 'tidak', 'ada', 'harusnya', 'yang', 'dapat', 'guasha', 'sesuai', 'yang', 'sudah', 'checkout', 'duluan', 'bukan', 'bayar', 'duluan']","['checkout', 'free', 'guasha', 'pas', 'guashanya', 'guasha', 'sesuai', 'checkout', 'duluan', 'bayar', 'duluan']","['checkout', 'free', 'guasha', 'pas', 'guashanya', 'guasha', 'sesuai', 'checkout', 'duluan', 'bayar', 'duluan']"
50,sebenernya gue suka sama produk avoskin cuman kalo lagi butuh tu pas kita travelling sla eta estimasi pengiriman tu ngga sesuai mana ngga ada keterangan pengiriman barang  lagi sampe gue baca lagi tu diskripsi ngga ada juga keterangan barang dikirim  gue beli biasanya di copi sih tapi karena copi ngga bisa milih kurir akhir kesini lhaa malah lebih parah pas ngajuin komplain pun ngga ditanggepin barang tetep dikirim ketika ditanya jawaban mereka templated,sebenarnya gue suka sama produk avoskin cuman kalo lagi butuh itu pas kita travelling sla eta estimasi pengiriman itu enggak sesuai mana enggak ada keterangan pengiriman barang  lagi sampai gue baca lagi itu diskripsi enggak ada juga keterangan barang dikirim  gue beli biasanya di copi sih tapi karena copi enggak bisa memilih kurir akhir kesini lhaa malah lebih parah pas mengajukan komplain pun enggak ditanggepin barang tetap dikirim ketika ditanya jawaban mereka templated,"['sebenarnya', 'gue', 'suka', 'sama', 'produk', 'avoskin', 'cuman', 'kalo', 'lagi', 'butuh', 'itu', 'pas', 'kita', 'travelling', 'sla', 'eta', 'estimasi', 'pengiriman', 'itu', 'enggak', 'sesuai', 'mana', 'enggak', 'ada', 'keterangan', 'pengiriman', 'barang', 'lagi', 'sampai', 'gue', 'baca', 'lagi', 'itu', 'diskripsi', 'enggak', 'ada', 'juga', 'keterangan', 'barang', 'dikirim', 'gue', 'beli', 'biasanya', 'di', 'copi', 'sih', 'tapi', 'karena', 'copi', 'enggak', 'bisa', 'memilih', 'kurir', 'akhir', 'kesini', 'lhaa', 'malah', 'lebih', 'parah', 'pas', 'mengajukan', 'komplain', 'pun', 'enggak', 'ditanggepin', 'barang', 'tetap', 'dikirim', 'ketika', 'ditanya', 'jawaban', 'mereka', 'templated']","['gue', 'suka', 'produk', 'avoskin', 'cuman', 'kalo', 'butuh', 'pas', 'travelling', 'sla', 'eta', 'estimasi', 'pengiriman', 'sesuai', 'keterangan', 'pengiriman', 'barang', 'gue', 'baca', 'diskripsi', 'keterangan', 'barang', 'dikirim', 'gue', 'beli', 'copi', 'sih', 'copi', 'memilih', 'kurir', 'kesini', 'lhaa', 'parah', 'pas', 'mengajukan', 'komplain', 'ditanggepin', 'barang', 'dikirim', 'templated']","['gue', 'suka', 'produk', 'avoskin', 'cuman', 'kalo', 'butuh', 'pas', 'travelling', 'sla', 'eta', 'estimasi', 'kirim', 'sesuai', 'terang', 'kirim', 'barang', 'gue', 'baca', 'skripsi', 'terang', 'barang', 'kirim', 'gue', 'beli', 'cop', 'sih', 'cop', 'pilih', 'kurir', 'kesini', 'lhaa', 'parah', 'pas', 'aju', 'komplain', 'ditanggepin', 'barang', 'kirim', 'templated']"
51,lama nya minta ampunnnn,lama nya meminta ampun,"['lama', 'nya', 'meminta', 'ampun']","['nya', 'ampun']","['nya', 'ampun']"
52,barangnya gapernah sampe dari tanggal karna ilang kesalahan anteraja jadi gatau harus review apa,barangnya enggak pernah sampai dari tanggal karena hilang kesalahan anteraja jadi enggak tau harus review apa,"['barangnya', 'enggak', 'pernah', 'sampai', 'dari', 'tanggal', 'karena', 'hilang', 'kesalahan', 'anteraja', 'jadi', 'enggak', 'tau', 'harus', 'review', 'apa']","['barangnya', 'tanggal', 'hilang', 'kesalahan', 'anteraja', 'tau', 'review']","['barang', 'tanggal', 'hilang', 'salah', 'anteraja', 'tau', 'review']"
53,beli ini beserta skin care yg lain nya tapitidak pernah menerima sheet mask ini complaint lama banget dan ujung ujung nya tidak bisa ditindak lanjuti kecewa banget,beli ini beserta skin care yang lain nya tapitidak pernah menerima sheet mask ini complaint lama banget dan ujung ujung nya tidak bisa ditindak lanjuti kecewa banget,"['beli', 'ini', 'beserta', 'skin', 'care', 'yang', 'lain', 'nya', 'tapitidak', 'pernah', 'menerima', 'sheet', 'mask', 'ini', 'complaint', 'lama', 'banget', 'dan', 'ujung', 'ujung', 'nya', 'tidak', 'bisa', 'ditindak', 'lanjuti', 'kecewa', 'banget']","['beli', 'beserta', 'skin', 'care', 'nya', 'tapitidak', 'menerima', 'sheet', 'mask', 'complaint', 'banget', 'ujung', 'ujung', 'nya', 'ditindak', 'lanjuti', 'kecewa', 'banget']","['beli', 'serta', 'skin', 'care', 'nya', 'tapitidak', 'terima', 'sheet', 'mask', 'complaint', 'banget', 'ujung', 'ujung', 'nya', 'tindak', 'lanjut', 'kecewa', 'banget']"
54,harusnya dpt free sesuai jam ordernya udah buru cekout biar ga habis pesenan  yg dtg cuma produk nya free nya ga dapat asli kecewa dan baru ngalamin yg ginian,harusnya dapat free sesuai jam ordernya sudah buru cekout biar enggak habis pesanan  yang datang cuma produk nya free nya enggak dapat asli kecewa dan baru ngalamin yang beginian,"['harusnya', 'dapat', 'free', 'sesuai', 'jam', 'ordernya', 'sudah', 'buru', 'cekout', 'biar', 'enggak', 'habis', 'pesanan', 'yang', 'datang', 'cuma', 'produk', 'nya', 'free', 'nya', 'enggak', 'dapat', 'asli', 'kecewa', 'dan', 'baru', 'ngalamin', 'yang', 'beginian']","['free', 'sesuai', 'jam', 'ordernya', 'buru', 'cekout', 'biar', 'habis', 'pesanan', 'produk', 'nya', 'free', 'nya', 'asli', 'kecewa', 'ngalamin']","['free', 'sesuai', 'jam', 'order', 'buru', 'cekout', 'biar', 'habis', 'pesan', 'produk', 'nya', 'free', 'nya', 'asli', 'kecewa', 'ngalamin']"
55,pengiriman lama seller salah kirim barang barang yg dikirim berlebih saya disuruh bungkus pake kardus dan bubble wrap terus saya dilempar dari satu cs ke cs yg lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya gak jualan online habis itu di tanggal yg dijadwalkan dipick up barangnya gak dipick up padahal sudah whatsappan saya disuruh nungguin sampe gak keluar apartemen seharian malah gak dateng yg pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter aja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan,pengiriman lama seller salah kirim barang barang yang dikirim berlebih saya disuruh bungkus pakai kardus dan bubble wrap terus saya dilempar dari satu customer service ke customer service yang lain dan terus menerus harus mengulang informasi yang sama mana saya punya kan saya enggak jualan online habis itu di tanggal yang dijadwalkan dipick up barangnya enggak dipick up padahal sudah whatsappan saya disuruh menunggu sampai enggak keluar apartemen seharian malah enggak datang yang pick upnya sudah saya bilang besoknya saya ke luar kota  ditelpon terus sama anter saja disuruh kirim barangnya asap bad experience sekali sungguh mengecewakan,"['pengiriman', 'lama', 'seller', 'salah', 'kirim', 'barang', 'barang', 'yang', 'dikirim', 'berlebih', 'saya', 'disuruh', 'bungkus', 'pakai', 'kardus', 'dan', 'bubble', 'wrap', 'terus', 'saya', 'dilempar', 'dari', 'satu', 'customer', 'service', 'ke', 'customer', 'service', 'yang', 'lain', 'dan', 'terus', 'menerus', 'harus', 'mengulang', 'informasi', 'yang', 'sama', 'mana', 'saya', 'punya', 'kan', 'saya', 'enggak', 'jualan', 'online', 'habis', 'itu', 'di', 'tanggal', 'yang', 'dijadwalkan', 'dipick', 'up', 'barangnya', 'enggak', 'dipick', 'up', 'padahal', 'sudah', 'whatsappan', 'saya', 'disuruh', 'menunggu', 'sampai', 'enggak', 'keluar', 'apartemen', 'seharian', 'malah', 'enggak', 'datang', 'yang', 'pick', 'upnya', 'sudah', 'saya', 'bilang', 'besoknya', 'saya', 'ke', 'luar', 'kota', 'ditelpon', 'terus', 'sama', 'anter', 'saja', 'disuruh', 'kirim', 'barangnya', 'asap', 'bad', 'experience', 'sekali', 'sungguh', 'mengecewakan']","['pengiriman', 'seller', 'salah', 'kirim', 'barang', 'barang', 'dikirim', 'berlebih', 'disuruh', 'bungkus', 'pakai', 'kardus', 'bubble', 'wrap', 'dilempar', 'customer', 'service', 'customer', 'service', 'menerus', 'mengulang', 'informasi', 'jualan', 'online', 'habis', 'tanggal', 'dijadwalkan', 'dipick', 'up', 'barangnya', 'dipick', 'up', 'whatsappan', 'disuruh', 'menunggu', 'apartemen', 'seharian', 'pick', 'upnya', 'bilang', 'besoknya', 'kota', 'ditelpon', 'anter', 'disuruh', 'kirim', 'barangnya', 'asap', 'bad', 'experience', 'sungguh', 'mengecewakan']","['kirim', 'seller', 'salah', 'kirim', 'barang', 'barang', 'kirim', 'lebih', 'suruh', 'bungkus', 'pakai', 'kardus', 'bubble', 'wrap', 'lempar', 'customer', 'service', 'customer', 'service', 'terus', 'ulang', 'informasi', 'jual', 'online', 'habis', 'tanggal', 'jadwal', 'dipick', 'up', 'barang', 'dipick', 'up', 'whatsappan', 'suruh', 'tunggu', 'apartemen', 'hari', 'pick', 'upnya', 'bilang', 'besok', 'kota', 'telpon', 'anter', 'suruh', 'kirim', 'barang', 'asap', 'bad', 'experience', 'sungguh', 'kecewa']"
56,paket sampe trnyata serumnya pecah dan packaging basah smua sampe kertas boxnya lepek dan berurai udh komplain kirim video ke chatbox disuruh kirim video ke email udah juga tp no respon udah lewat wa ga dk respon jg udh mau sminggu ga kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin,paket sampai ternyata serumnya pecah dan packaging basah semua sampai kertas boxnya lepek dan berurai sudah komplain kirim video ke chatbox disuruh kirim video ke email sudah juga tapi no respon sudah lewat wa enggak dk respon juga sudah mau sminggu enggak kelar ngurusinnya muter muter doang ngmgnya baru kali ini aku kecewa sama pelayanan avoskin,"['paket', 'sampai', 'ternyata', 'serumnya', 'pecah', 'dan', 'packaging', 'basah', 'semua', 'sampai', 'kertas', 'boxnya', 'lepek', 'dan', 'berurai', 'sudah', 'komplain', 'kirim', 'video', 'ke', 'chatbox', 'disuruh', 'kirim', 'video', 'ke', 'email', 'sudah', 'juga', 'tapi', 'no', 'respon', 'sudah', 'lewat', 'wa', 'enggak', 'dk', 'respon', 'juga', 'sudah', 'mau', 'sminggu', 'enggak', 'kelar', 'ngurusinnya', 'muter', 'muter', 'doang', 'ngmgnya', 'baru', 'kali', 'ini', 'aku', 'kecewa', 'sama', 'pelayanan', 'avoskin']","['paket', 'serumnya', 'pecah', 'packaging', 'basah', 'kertas', 'boxnya', 'lepek', 'berurai', 'komplain', 'kirim', 'video', 'chatbox', 'disuruh', 'kirim', 'video', 'email', 'no', 'respon', 'wa', 'dk', 'respon', 'sminggu', 'kelar', 'ngurusinnya', 'muter', 'muter', 'doang', 'ngmgnya', 'kali', 'kecewa', 'pelayanan', 'avoskin']","['paket', 'serum', 'pecah', 'packaging', 'basah', 'kertas', 'boxnya', 'lepek', 'urai', 'komplain', 'kirim', 'video', 'chatbox', 'suruh', 'kirim', 'video', 'email', 'no', 'respon', 'wa', 'dk', 'respon', 'sminggu', 'kelar', 'ngurusinnya', 'muter', 'muter', 'doang', 'ngmgnya', 'kali', 'kecewa', 'layan', 'avoskin']"
57,sudah nunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tp males ngebayangin mesti nunggu seminggu lagi kasih bintang aja,sudah menunggu nya lama sampai hari lalu produk yang dikirim tidak sesuai mau ajuin komplain tapi malas ngebayangin mesti menunggu seminggu lagi kasih bintang saja,"['sudah', 'menunggu', 'nya', 'lama', 'sampai', 'hari', 'lalu', 'produk', 'yang', 'dikirim', 'tidak', 'sesuai', 'mau', 'ajuin', 'komplain', 'tapi', 'malas', 'ngebayangin', 'mesti', 'menunggu', 'seminggu', 'lagi', 'kasih', 'bintang', 'saja']","['menunggu', 'nya', 'produk', 'dikirim', 'sesuai', 'ajuin', 'komplain', 'malas', 'ngebayangin', 'mesti', 'menunggu', 'seminggu', 'kasih', 'bintang']","['tunggu', 'nya', 'produk', 'kirim', 'sesuai', 'ajuin', 'komplain', 'malas', 'ngebayangin', 'mesti', 'tunggu', 'minggu', 'kasih', 'bintang']"
58,setau saya saya beli avoskin basic skit set yg seharusnya isinya dua night cream dua day cream benar kenapa yg datang cuma satu set satu set harga saya beli dua set saya bayar,setau saya saya beli avoskin basic sakit set yang seharusnya isinya dua night cream dua day cream benar kenapa yang datang cuma satu set satu set harga saya beli dua set saya bayar,"['setau', 'saya', 'saya', 'beli', 'avoskin', 'basic', 'sakit', 'set', 'yang', 'seharusnya', 'isinya', 'dua', 'night', 'cream', 'dua', 'day', 'cream', 'benar', 'kenapa', 'yang', 'datang', 'cuma', 'satu', 'set', 'satu', 'set', 'harga', 'saya', 'beli', 'dua', 'set', 'saya', 'bayar']","['setau', 'beli', 'avoskin', 'basic', 'sakit', 'set', 'isinya', 'night', 'cream', 'day', 'cream', 'set', 'set', 'harga', 'beli', 'set', 'bayar']","['tau', 'beli', 'avoskin', 'basic', 'sakit', 'set', 'isi', 'night', 'cream', 'day', 'cream', 'set', 'set', 'harga', 'beli', 'set', 'bayar']"
59,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yg dibeli hari nunggu pengiriman barang datang malah tidak sesuai,kecewa pengiriman lama produk yang datang tidak sesuai pesanan yang dibeli hari menunggu pengiriman barang datang malah tidak sesuai,"['kecewa', 'pengiriman', 'lama', 'produk', 'yang', 'datang', 'tidak', 'sesuai', 'pesanan', 'yang', 'dibeli', 'hari', 'menunggu', 'pengiriman', 'barang', 'datang', 'malah', 'tidak', 'sesuai']","['kecewa', 'pengiriman', 'produk', 'sesuai', 'pesanan', 'dibeli', 'menunggu', 'pengiriman', 'barang', 'sesuai']","['kecewa', 'kirim', 'produk', 'sesuai', 'pesan', 'beli', 'tunggu', 'kirim', 'barang', 'sesuai']"
60,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tpi sampai tgl agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini yaa,hai kak admin saya sudah kirim komplain karena isi hydrating treatmen essence nya bocor dan tumpah semua tapi sampai tanggal agustus tidak ada pengembalian dana atau penukaran barang bagaimana ini ya,"['hai', 'kak', 'admin', 'saya', 'sudah', 'kirim', 'komplain', 'karena', 'isi', 'hydrating', 'treatmen', 'essence', 'nya', 'bocor', 'dan', 'tumpah', 'semua', 'tapi', 'sampai', 'tanggal', 'agustus', 'tidak', 'ada', 'pengembalian', 'dana', 'atau', 'penukaran', 'barang', 'bagaimana', 'ini', 'ya']","['hai', 'kak', 'admin', 'kirim', 'komplain', 'isi', 'hydrating', 'treatmen', 'essence', 'nya', 'bocor', 'tumpah', 'tanggal', 'agustus', 'pengembalian', 'dana', 'penukaran', 'barang', 'ya']","['hai', 'kak', 'admin', 'kirim', 'komplain', 'isi', 'hydrating', 'treatmen', 'essence', 'nya', 'bocor', 'tumpah', 'tanggal', 'agustus', 'kembali', 'dana', 'tukar', 'barang', 'ya']"
61,produknya gabisa dikeluarin udh dipencet gimanapun tetep gabisa keluar jd tutupnya harus di buka manual,produknya enggak bisa dikeluarin sudah dipencet gimanapun tetap enggak bisa keluar jadi tutupnya harus di buka manual,"['produknya', 'enggak', 'bisa', 'dikeluarin', 'sudah', 'dipencet', 'gimanapun', 'tetap', 'enggak', 'bisa', 'keluar', 'jadi', 'tutupnya', 'harus', 'di', 'buka', 'manual']","['produknya', 'dikeluarin', 'dipencet', 'gimanapun', 'tutupnya', 'buka', 'manual']","['produk', 'dikeluarin', 'pencet', 'gimanapun', 'tutup', 'buka', 'manual']"
62,seperti barang lama ada belingnya gt saya komplain di instagram katanya wajar kl produknya meng kristal pdhl saya udh repurchase ini  baru ini yang meng kristal toko mau tanggung jwb retur barang tp saya repot hrs ke ekspedisi pd saat pandemi dan ongkir gosend tdk di tanggung saya kecewa bgt kayanya ini terakhir saya pakai avoskin bye bye avoskin,seperti barang lama ada belingnya begitu saya komplain di instagram katanya wajar kalo produknya meng kristal padahal saya sudah repurchase ini  baru ini yang meng kristal toko mau tanggung jawab retur barang tapi saya repot harus ke ekspedisi pada saat pandemi dan ongkir gosend tidak di tanggung saya kecewa banget kayanya ini terakhir saya pakai avoskin bye bye avoskin,"['seperti', 'barang', 'lama', 'ada', 'belingnya', 'begitu', 'saya', 'komplain', 'di', 'instagram', 'katanya', 'wajar', 'kalo', 'produknya', 'meng', 'kristal', 'padahal', 'saya', 'sudah', 'repurchase', 'ini', 'baru', 'ini', 'yang', 'meng', 'kristal', 'toko', 'mau', 'tanggung', 'jawab', 'retur', 'barang', 'tapi', 'saya', 'repot', 'harus', 'ke', 'ekspedisi', 'pada', 'saat', 'pandemi', 'dan', 'ongkir', 'gosend', 'tidak', 'di', 'tanggung', 'saya', 'kecewa', 'banget', 'kayanya', 'ini', 'terakhir', 'saya', 'pakai', 'avoskin', 'bye', 'bye', 'avoskin']","['barang', 'belingnya', 'komplain', 'instagram', 'wajar', 'kalo', 'produknya', 'meng', 'kristal', 'repurchase', 'meng', 'kristal', 'toko', 'tanggung', 'retur', 'barang', 'repot', 'ekspedisi', 'pandemi', 'ongkir', 'gosend', 'tanggung', 'kecewa', 'banget', 'kayanya', 'pakai', 'avoskin', 'bye', 'bye', 'avoskin']","['barang', 'beling', 'komplain', 'instagram', 'wajar', 'kalo', 'produk', 'meng', 'kristal', 'repurchase', 'meng', 'kristal', 'toko', 'tanggung', 'retur', 'barang', 'repot', 'ekspedisi', 'pandemi', 'ongkir', 'gosend', 'tanggung', 'kecewa', 'banget', 'kaya', 'pakai', 'avoskin', 'bye', 'bye', 'avoskin']"
63,barang nya gk segel,barang nya enggak segel,"['barang', 'nya', 'enggak', 'segel']","['barang', 'nya', 'segel']","['barang', 'nya', 'segel']"
64,demi allah beli pcs tpi yg dikirim cm biji padahal dikardusnya jelas ketulis pcs tpi yg dateng cm kardusnya kecil bgt,demi allah beli pcs tapi yang dikirim cuma biji padahal dikardusnya jelas ketulis pcs tapi yang datang cuma kardusnya kecil banget,"['demi', 'allah', 'beli', 'pcs', 'tapi', 'yang', 'dikirim', 'cuma', 'biji', 'padahal', 'dikardusnya', 'jelas', 'ketulis', 'pcs', 'tapi', 'yang', 'datang', 'cuma', 'kardusnya', 'kecil', 'banget']","['allah', 'beli', 'pcs', 'dikirim', 'biji', 'dikardusnya', 'ketulis', 'pcs', 'kardusnya', 'banget']","['allah', 'beli', 'pcs', 'kirim', 'biji', 'kardus', 'ketul', 'pcs', 'kardus', 'banget']"
65,kecewa banget beli ini karena freenya trus pas di chat bilangnya untuk orang tertentu pdhal tidak dijelaskan sebelumnyaaa,kecewa banget beli ini karena freenya terus pas di chat bilangnya untuk orang tertentu padahal tidak dijelaskan sebelumnyaaa,"['kecewa', 'banget', 'beli', 'ini', 'karena', 'freenya', 'terus', 'pas', 'di', 'chat', 'bilangnya', 'untuk', 'orang', 'tertentu', 'padahal', 'tidak', 'dijelaskan', 'sebelumnyaaa']","['kecewa', 'banget', 'beli', 'freenya', 'pas', 'chat', 'bilangnya', 'orang', 'sebelumnyaaa']","['kecewa', 'banget', 'beli', 'freenya', 'pas', 'chat', 'bilang', 'orang', 'sebelumnyaaa']"
