,Review,Review_norm,review_tokens,review_tokens_SR
74,baru pertama kali coba kebetulan co pas lagi diskon jadi  aja semoga cocok sih,baru pertama kali coba kebetulan checkout pas lagi diskon jadi  saja semoga cocok sih,"['baru', 'pertama', 'kali', 'coba', 'kebetulan', 'checkout', 'pas', 'lagi', 'diskon', 'jadi', 'saja', 'semoga', 'cocok', 'sih']","['baru', 'pertama', 'kali', 'coba', 'kebetulan', 'checkout', 'pas', 'diskon', 'jadi', 'semoga', 'cocok', 'sih']"
75,mantap sesuaiii semoga cocok,mantap sesuai semoga cocok,"['mantap', 'sesuai', 'semoga', 'cocok']","['mantap', 'sesuai', 'semoga', 'cocok']"
76,tadinya mau beli diofflinestore tp mahal bgt  pas cek dionline store nya cuma  karena dpt potongan sm lg flashsale langsung beli,tadinya mau beli diofflinestore tapi mahal banget  pas cek dionline store nya cuma  karena dapat potongan sama lagi flashsale langsung beli,"['tadinya', 'mau', 'beli', 'diofflinestore', 'tapi', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'karena', 'dapat', 'potongan', 'sama', 'lagi', 'flashsale', 'langsung', 'beli']","['tadinya', 'mau', 'beli', 'diofflinestore', 'mahal', 'banget', 'pas', 'cek', 'dionline', 'store', 'nya', 'cuma', 'potongan', 'sama', 'flashsale', 'langsung', 'beli']"
77,makasiihh,terima kasih,"['terima', 'kasih']","['terima', 'kasih']"
78,makasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']"
79,makasiihh tp tumben ga ada gift nya,terima kasih tapi tumben enggak ada gift nya,"['terima', 'kasih', 'tapi', 'tumben', 'enggak', 'ada', 'gift', 'nya']","['terima', 'kasih', 'tumben', 'enggak', 'gift', 'nya']"
80,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terimakasih,tipe kulitku berminyak masalah kulitku jerawat semoga cocok sama rangkaian ini terima kasih,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'ini', 'terima', 'kasih']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'semoga', 'cocok', 'sama', 'rangkaian', 'terima', 'kasih']"
81,stlh semingguan pke muka jd bruntusan gtw emng efek samping pemakaian ato emng ga cocok,setelah semingguan pakai muka jadi bruntusan enggak tau memang efek samping pemakaian atau memang enggak cocok,"['setelah', 'semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'atau', 'memang', 'enggak', 'cocok']","['semingguan', 'pakai', 'muka', 'jadi', 'bruntusan', 'enggak', 'tau', 'memang', 'efek', 'samping', 'pemakaian', 'memang', 'enggak', 'cocok']"
82,bagus,bagus,['bagus'],['bagus']
83,pengirimannya cukup cepat dan barang yg dikirimkan sesuai pesanan expired datenya dan,pengirimannya cukup cepat dan barang yang dikirimkan sesuai pesanan expired datenya dan,"['pengirimannya', 'cukup', 'cepat', 'dan', 'barang', 'yang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya', 'dan']","['pengirimannya', 'cukup', 'cepat', 'barang', 'dikirimkan', 'sesuai', 'pesanan', 'expired', 'datenya']"
84,cocok dikulit saya ngak kering atau ketarik pengiriman cepet mantull,cocok dikulit saya enggak kering atau tertarik pengiriman cepat mantap,"['cocok', 'dikulit', 'saya', 'enggak', 'kering', 'atau', 'tertarik', 'pengiriman', 'cepat', 'mantap']","['cocok', 'dikulit', 'enggak', 'kering', 'tertarik', 'pengiriman', 'cepat', 'mantap']"
85,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,lipstiknya mudah patah saran kalau pakai jangan diulur terlalu panjang,"['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']","['lipstiknya', 'mudah', 'patah', 'saran', 'kalau', 'pakai', 'jangan', 'diulur', 'terlalu', 'panjang']"
86,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,barang lengkap packing aman dan rapi belum coba productnya semoga cocok tipe kulitku normal,"['barang', 'lengkap', 'packing', 'aman', 'dan', 'rapi', 'belum', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']","['barang', 'lengkap', 'packing', 'aman', 'rapi', 'coba', 'productnya', 'semoga', 'cocok', 'tipe', 'kulitku', 'normal']"
87,bacanya review nya bagus mudahan jg cocok terima kasih bonusnya pas banget pas lagi butuh,bacanya review nya bagus mudahan juga cocok terima kasih bonusnya pas banget pas lagi butuh,"['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'juga', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'lagi', 'butuh']","['bacanya', 'review', 'nya', 'bagus', 'mudahan', 'cocok', 'terima', 'kasih', 'bonusnya', 'pas', 'banget', 'pas', 'butuh']"
88,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya udh mendingan dan kempes,cocok dikulit sebelum pakai jerawat biji di pipi agak meradang malam dikasih besoknya sudah mendingan dan kempes,"['cocok', 'dikulit', 'sebelum', 'pakai', 'jerawat', 'biji', 'di', 'pipi', 'agak', 'meradang', 'malam', 'dikasih', 'besoknya', 'sudah', 'mendingan', 'dan', 'kempes']","['cocok', 'dikulit', 'pakai', 'jerawat', 'biji', 'pipi', 'meradang', 'malam', 'dikasih', 'besoknya', 'mendingan', 'kempes']"
89,sebenarnya bagus tapi di aq jatuhnya bikin bibir agak kering walaupun sebelum pake lipstick udh pakai lipbalm warnanya pigmented bgt merah queennya bagus bgt,sebenarnya bagus tapi di aku jatuhnya bikin bibir agak kering walaupun sebelum pakai lipstick sudah pakai lipbalm warnanya pigmented banget merah queennya bagus banget,"['sebenarnya', 'bagus', 'tapi', 'di', 'aku', 'jatuhnya', 'bikin', 'bibir', 'agak', 'kering', 'walaupun', 'sebelum', 'pakai', 'lipstick', 'sudah', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']","['sebenarnya', 'bagus', 'aku', 'jatuhnya', 'bikin', 'bibir', 'kering', 'walaupun', 'pakai', 'lipstick', 'pakai', 'lipbalm', 'warnanya', 'pigmented', 'banget', 'merah', 'queennya', 'bagus', 'banget']"
90,exp date msh lama pengirimannya jg cepat dapet diskonnya lumayan lagi thanks somethinc,exp date masih lama pengirimannya juga cepat dapat diskonnya lumayan lagi thanks somethinc,"['exp', 'date', 'masih', 'lama', 'pengirimannya', 'juga', 'cepat', 'dapat', 'diskonnya', 'lumayan', 'lagi', 'thanks', 'somethinc']","['exp', 'date', 'lama', 'pengirimannya', 'cepat', 'diskonnya', 'lumayan', 'thanks', 'somethinc']"
92,semoga cocok di kulitku yg sensitif ini karna banyak tmn yg rekomen coba ini jadi lgsg aku checkout,semoga cocok di kulitku yang sensitif ini karena banyak teman yang rekomen coba ini jadi langsung aku checkout,"['semoga', 'cocok', 'di', 'kulitku', 'yang', 'sensitif', 'ini', 'karena', 'banyak', 'teman', 'yang', 'rekomen', 'coba', 'ini', 'jadi', 'langsung', 'aku', 'checkout']","['semoga', 'cocok', 'kulitku', 'sensitif', 'banyak', 'teman', 'rekomen', 'coba', 'jadi', 'langsung', 'aku', 'checkout']"
93,belum dicoba smg cocok,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['dicoba', 'semoga', 'cocok']"
94,tipe kulitku kombinasi,tipe kulitku kombinasi,"['tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'kombinasi']"
95,sesuai deskripsi,sesuai deskripsi,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']"
96,paket aman semoga cocok,paket aman semoga cocok,"['paket', 'aman', 'semoga', 'cocok']","['paket', 'aman', 'semoga', 'cocok']"
97,masalah kulitku pori besar,masalah kulitku pori besar,"['masalah', 'kulitku', 'pori', 'besar']","['masalah', 'kulitku', 'pori', 'besar']"
98,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal tipe kulitku kombinasi tipe kulitku sensitif masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat']"
99,kiriman cepat packing bagus,kiriman cepat packing bagus,"['kiriman', 'cepat', 'packing', 'bagus']","['kiriman', 'cepat', 'packing', 'bagus']"
100,sesuai dengan deskripsi,sesuai dengan deskripsi,"['sesuai', 'dengan', 'deskripsi']","['sesuai', 'deskripsi']"
101,tipe kulitku berminyak tipe kulitku sensitif,tipe kulitku berminyak tipe kulitku sensitif,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif']"
102,bagus bangett kulit jadi lembut,bagus banget kulit jadi lembut,"['bagus', 'banget', 'kulit', 'jadi', 'lembut']","['bagus', 'banget', 'kulit', 'jadi', 'lembut']"
103,sudah sampai packing aman dapet free penjepit bulu mata thank youu,sudah sampai packing aman dapat free penjepit bulu mata thank youu,"['sudah', 'sampai', 'packing', 'aman', 'dapat', 'free', 'penjepit', 'bulu', 'mata', 'thank', 'youu']","['packing', 'aman', 'free', 'penjepit', 'bulu', 'mata', 'thank', 'youu']"
104,sudah sampai packing aman dapet free penjepit bulu mata thank you,sudah sampai packing aman dapat free penjepit bulu mata thank you,"['sudah', 'sampai', 'packing', 'aman', 'dapat', 'free', 'penjepit', 'bulu', 'mata', 'thank', 'you']","['packing', 'aman', 'free', 'penjepit', 'bulu', 'mata', 'thank', 'you']"
105,dapet harga rb pengiriman cepat teruntuk kurir gtl terima kasih tetap mau anter walaupun udah jam malem krn hujan seharian jadi harus lemburr,dapat harga ribu pengiriman cepat teruntuk kurir gtl terima kasih tetap mau anter walaupun sudah jam malam karena hujan seharian jadi harus lembur,"['dapat', 'harga', 'ribu', 'pengiriman', 'cepat', 'teruntuk', 'kurir', 'gtl', 'terima', 'kasih', 'tetap', 'mau', 'anter', 'walaupun', 'sudah', 'jam', 'malam', 'karena', 'hujan', 'seharian', 'jadi', 'harus', 'lembur']","['harga', 'ribu', 'pengiriman', 'cepat', 'teruntuk', 'kurir', 'gtl', 'terima', 'kasih', 'tetap', 'mau', 'anter', 'walaupun', 'jam', 'malam', 'hujan', 'seharian', 'jadi', 'lembur']"
106,dapet harga rb pengiriman cepat teruntuk kurir gtr terima kasih tetap mau anter walaupun udah jam malem krn hujan seharian jadi harus lemburr,dapat harga ribu pengiriman cepat teruntuk kurir gtr terima kasih tetap mau anter walaupun sudah jam malam karena hujan seharian jadi harus lembur,"['dapat', 'harga', 'ribu', 'pengiriman', 'cepat', 'teruntuk', 'kurir', 'gtr', 'terima', 'kasih', 'tetap', 'mau', 'anter', 'walaupun', 'sudah', 'jam', 'malam', 'karena', 'hujan', 'seharian', 'jadi', 'harus', 'lembur']","['harga', 'ribu', 'pengiriman', 'cepat', 'teruntuk', 'kurir', 'gtr', 'terima', 'kasih', 'tetap', 'mau', 'anter', 'walaupun', 'jam', 'malam', 'hujan', 'seharian', 'jadi', 'lembur']"
107,simple buat dibawa kemana mana dan bisa dipakai tanpa cuci tangan,simple buat dibawa kemana mana dan bisa dipakai tanpa cuci tangan,"['simple', 'buat', 'dibawa', 'kemana', 'mana', 'dan', 'bisa', 'dipakai', 'tanpa', 'cuci', 'tangan']","['simple', 'buat', 'dibawa', 'mana', 'dipakai', 'cuci', 'tangan']"
108,sesuai namanya matte banget bener transferproof bisa tahan seharian,sesuai namanya matte banget benar transferproof bisa tahan seharian,"['sesuai', 'namanya', 'matte', 'banget', 'benar', 'transferproof', 'bisa', 'tahan', 'seharian']","['sesuai', 'namanya', 'matte', 'banget', 'benar', 'transferproof', 'tahan', 'seharian']"
109,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar wrappingnya rapih bubble wrap dan bersegel senangnya,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar wrappingnya rapi bubble wrap dan bersegel senangnya,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'wrappingnya', 'rapi', 'bubble', 'wrap', 'dan', 'bersegel', 'senangnya']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'wrappingnya', 'rapi', 'bubble', 'wrap', 'bersegel', 'senangnya']"
110,bagussssssss bneran dpt kipas mini super lucuuuu semiga cocok acne hempasssss,bagus benaran dapat kipas mini super lucu semiga cocok acne hempas,"['bagus', 'benaran', 'dapat', 'kipas', 'mini', 'super', 'lucu', 'semiga', 'cocok', 'acne', 'hempas']","['bagus', 'benaran', 'kipas', 'mini', 'super', 'lucu', 'semiga', 'cocok', 'acne', 'hempas']"
111,tipe kulitku normal cocok pakai ini paket aman pelayanan oke ada bubble wrap,tipe kulitku normal cocok pakai ini paket aman pelayanan oke ada bubble wrap,"['tipe', 'kulitku', 'normal', 'cocok', 'pakai', 'ini', 'paket', 'aman', 'pelayanan', 'oke', 'ada', 'bubble', 'wrap']","['tipe', 'kulitku', 'normal', 'cocok', 'pakai', 'paket', 'aman', 'pelayanan', 'oke', 'bubble', 'wrap']"
112,pas shadenya tahan seharian full coverage nahan minyak hasilnya ga kaya pake foundi tp alus alami tipe kulitku kombinasi,pas shadenya tahan seharian full coverage menahan minyak hasilnya enggak kayak pakai foundi tapi alus alami tipe kulitku kombinasi,"['pas', 'shadenya', 'tahan', 'seharian', 'full', 'coverage', 'menahan', 'minyak', 'hasilnya', 'enggak', 'kayak', 'pakai', 'foundi', 'tapi', 'alus', 'alami', 'tipe', 'kulitku', 'kombinasi']","['pas', 'shadenya', 'tahan', 'seharian', 'full', 'coverage', 'menahan', 'minyak', 'hasilnya', 'enggak', 'kayak', 'pakai', 'foundi', 'alus', 'alami', 'tipe', 'kulitku', 'kombinasi']"
113,selalu jatuh cinta sama produk somethinc,selalu jatuh cinta sama produk somethinc,"['selalu', 'jatuh', 'cinta', 'sama', 'produk', 'somethinc']","['selalu', 'jatuh', 'cinta', 'sama', 'produk', 'somethinc']"
114,jatuh cinta banget sama produk somethinc,jatuh cinta banget sama produk somethinc,"['jatuh', 'cinta', 'banget', 'sama', 'produk', 'somethinc']","['jatuh', 'cinta', 'banget', 'sama', 'produk', 'somethinc']"
115,semoga cocok packaging aman,semoga cocok packaging aman,"['semoga', 'cocok', 'packaging', 'aman']","['semoga', 'cocok', 'packaging', 'aman']"
116,kirimnya cpt brg sesuai lumayan dpt hrg flashsale packing oke bgt ada bubble plus dus sip,kirimnya cepat barang sesuai lumayan dapat harga flashsale packing oke banget ada bubble plus dus sip,"['kirimnya', 'cepat', 'barang', 'sesuai', 'lumayan', 'dapat', 'harga', 'flashsale', 'packing', 'oke', 'banget', 'ada', 'bubble', 'plus', 'dus', 'sip']","['kirimnya', 'cepat', 'barang', 'sesuai', 'lumayan', 'harga', 'flashsale', 'packing', 'oke', 'banget', 'bubble', 'plus', 'dus', 'sip']"
117,masalah kulitku jerawat baru mau coba smoga cocok,masalah kulitku jerawat baru mau coba semoga cocok,"['masalah', 'kulitku', 'jerawat', 'baru', 'mau', 'coba', 'semoga', 'cocok']","['masalah', 'kulitku', 'jerawat', 'baru', 'mau', 'coba', 'semoga', 'cocok']"
118,baru coba jadi belom ada koment,baru coba jadi belum ada komentar,"['baru', 'coba', 'jadi', 'belum', 'ada', 'komentar']","['baru', 'coba', 'jadi', 'komentar']"
119,cepat sekali datangnya,cepat sekali datangnya,"['cepat', 'sekali', 'datangnya']","['cepat', 'sekali', 'datangnya']"
120,paket sudah sampai packagingnya bagus meskipun order tp diberikan box jadi aman produk belum dicoba sering sering adain diskon ya kak thanks seller,paket sudah sampai packagingnya bagus meskipun order tapi diberikan box jadi aman produk belum dicoba sering sering mengadakan diskon ya kak thanks seller,"['paket', 'sudah', 'sampai', 'packagingnya', 'bagus', 'meskipun', 'order', 'tapi', 'diberikan', 'box', 'jadi', 'aman', 'produk', 'belum', 'dicoba', 'sering', 'sering', 'mengadakan', 'diskon', 'ya', 'kak', 'thanks', 'seller']","['paket', 'packagingnya', 'bagus', 'meskipun', 'order', 'diberikan', 'box', 'jadi', 'aman', 'produk', 'dicoba', 'sering', 'sering', 'mengadakan', 'diskon', 'kak', 'thanks', 'seller']"
121,pengemasan baik brang bagus belum dicoba semoga cocok,pengemasan baik brang bagus belum dicoba semoga cocok,"['pengemasan', 'baik', 'brang', 'bagus', 'belum', 'dicoba', 'semoga', 'cocok']","['pengemasan', 'baik', 'brang', 'bagus', 'dicoba', 'semoga', 'cocok']"
122,pengemasan baik tpi blum dicoba semoga cocok,pengemasan baik tapi belum dicoba semoga cocok,"['pengemasan', 'baik', 'tapi', 'belum', 'dicoba', 'semoga', 'cocok']","['pengemasan', 'baik', 'dicoba', 'semoga', 'cocok']"
123,tumben belanja banyak ga dapet bonus,tumben belanja banyak enggak dapat bonus,"['tumben', 'belanja', 'banyak', 'enggak', 'dapat', 'bonus']","['tumben', 'belanja', 'banyak', 'enggak', 'bonus']"
124,pas dpt flash sale ok bener ringan dipakai tq ya gan,pas dapat flash sale ok benar ringan dipakai terima kasih ya gan,"['pas', 'dapat', 'flash', 'sale', 'ok', 'benar', 'ringan', 'dipakai', 'terima', 'kasih', 'ya', 'gan']","['pas', 'flash', 'sale', 'benar', 'ringan', 'dipakai', 'terima', 'kasih', 'gan']"
125,mantappp dapet pas flash sale cuma rban,mantap dapat pas flash sale cuma rban,"['mantap', 'dapat', 'pas', 'flash', 'sale', 'cuma', 'rban']","['mantap', 'pas', 'flash', 'sale', 'cuma', 'rban']"
126,ok sesuai pesanan somethinc ini lembut dan lembab tidak kering di bibir matte nya bagus,ok sesuai pesanan somethinc ini lembut dan lembab tidak kering di bibir matte nya bagus,"['ok', 'sesuai', 'pesanan', 'somethinc', 'ini', 'lembut', 'dan', 'lembab', 'tidak', 'kering', 'di', 'bibir', 'matte', 'nya', 'bagus']","['sesuai', 'pesanan', 'somethinc', 'lembut', 'lembab', 'kering', 'bibir', 'matte', 'nya', 'bagus']"
127,thank you somethinc buat giftnyaaa,thank you somethinc buat giftnya,"['thank', 'you', 'somethinc', 'buat', 'giftnya']","['thank', 'you', 'somethinc', 'buat', 'giftnya']"
128,tipe kulitku berminyak tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']"
129,isinya seuprit,isinya sedikit,"['isinya', 'sedikit']","['isinya', 'sedikit']"
130,packaging nya mantap,packaging nya mantap,"['packaging', 'nya', 'mantap']","['packaging', 'nya', 'mantap']"
131,bgus bgt lg suka sm produk somethinc mksh,bagus banget lagi suka sama produk somethinc terima kasih,"['bagus', 'banget', 'lagi', 'suka', 'sama', 'produk', 'somethinc', 'terima', 'kasih']","['bagus', 'banget', 'suka', 'sama', 'produk', 'somethinc', 'terima', 'kasih']"
132,brg sesuai pesanan,barang sesuai pesanan,"['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']"
133,ok,ok,['ok'],[]
134,bagus lah istri tidak komplain,bagus lah istri tidak komplain,"['bagus', 'lah', 'istri', 'tidak', 'komplain']","['bagus', 'lah', 'istri', 'komplain']"
135,semoga cocok packing super aman pengiriman super cepat expired aman,semoga cocok packing super aman pengiriman super cepat expired aman,"['semoga', 'cocok', 'packing', 'super', 'aman', 'pengiriman', 'super', 'cepat', 'expired', 'aman']","['semoga', 'cocok', 'packing', 'super', 'aman', 'pengiriman', 'super', 'cepat', 'expired', 'aman']"
136,tipe kulitku kombinasi masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']"
137,imut bgt ternyata warna match untuk kulit sawo matsng ringan di gunakan ada sensasi sdikit aroma mint,imut banget ternyata warna match untuk kulit sawo matang ringan di gunakan ada sensasi sedikit aroma mint,"['imut', 'banget', 'ternyata', 'warna', 'match', 'untuk', 'kulit', 'sawo', 'matang', 'ringan', 'di', 'gunakan', 'ada', 'sensasi', 'sedikit', 'aroma', 'mint']","['imut', 'banget', 'ternyata', 'warna', 'match', 'kulit', 'sawo', 'matang', 'ringan', 'gunakan', 'sensasi', 'sedikit', 'aroma', 'mint']"
138,loose powdernya oke banget sih super luv sama somethinc,loose powdernya oke banget sih super love sama somethinc,"['loose', 'powdernya', 'oke', 'banget', 'sih', 'super', 'love', 'sama', 'somethinc']","['loose', 'powdernya', 'oke', 'banget', 'sih', 'super', 'love', 'sama', 'somethinc']"
139,pengiriman cpt aman tdk pecah pump up bottle lbh hygiene dari pipet texture cpt menyerap tdk lengket tdk berbau fragrance free ada sdikit rasa ketarik harus di layer pelembab yg netral soothing,pengiriman cepat aman tidak pecah pump up bottle lebih higenis dari pipet texture cepat menyerap tidak lengket tidak berbau fragrance free ada sedikit rasa tertarik harus di layer pelembab yang netral soothing,"['pengiriman', 'cepat', 'aman', 'tidak', 'pecah', 'pump', 'up', 'bottle', 'lebih', 'higenis', 'dari', 'pipet', 'texture', 'cepat', 'menyerap', 'tidak', 'lengket', 'tidak', 'berbau', 'fragrance', 'free', 'ada', 'sedikit', 'rasa', 'tertarik', 'harus', 'di', 'layer', 'pelembab', 'yang', 'netral', 'soothing']","['pengiriman', 'cepat', 'aman', 'pecah', 'pump', 'up', 'bottle', 'lebih', 'higenis', 'pipet', 'texture', 'cepat', 'menyerap', 'lengket', 'berbau', 'fragrance', 'free', 'sedikit', 'rasa', 'tertarik', 'layer', 'pelembab', 'netral', 'soothing']"
140,tipe kulitku berminyak masalah kulitku jerawat cucok,tipe kulitku berminyak masalah kulitku jerawat cocok,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'cocok']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'cocok']"
141,kualitasnya okei banget ringan good coverage tapiiiiii kl keringetan jadi putih di muka,kualitasnya oke banget ringan good coverage tapi kalo keringetan jadi putih di muka,"['kualitasnya', 'oke', 'banget', 'ringan', 'good', 'coverage', 'tapi', 'kalo', 'keringetan', 'jadi', 'putih', 'di', 'muka']","['kualitasnya', 'oke', 'banget', 'ringan', 'good', 'coverage', 'kalo', 'keringetan', 'jadi', 'putih', 'muka']"
142,tipe kulitku sensitif pakai serum ini aman sih meskipun ada wanginya tapi aku suka banget mulai keliatan hasilnya seperti setelah pemakaian retinol gitu dapat harga rb oke sih,tipe kulitku sensitif pakai serum ini aman sih meskipun ada wanginya tapi aku suka banget mulai kelihatan hasilnya seperti setelah pemakaian retinol begitu dapat harga ribu oke sih,"['tipe', 'kulitku', 'sensitif', 'pakai', 'serum', 'ini', 'aman', 'sih', 'meskipun', 'ada', 'wanginya', 'tapi', 'aku', 'suka', 'banget', 'mulai', 'kelihatan', 'hasilnya', 'seperti', 'setelah', 'pemakaian', 'retinol', 'begitu', 'dapat', 'harga', 'ribu', 'oke', 'sih']","['tipe', 'kulitku', 'sensitif', 'pakai', 'serum', 'aman', 'sih', 'meskipun', 'wanginya', 'aku', 'suka', 'banget', 'mulai', 'kelihatan', 'hasilnya', 'pemakaian', 'retinol', 'harga', 'ribu', 'oke', 'sih']"
143,sesuai pesanan,sesuai pesanan,"['sesuai', 'pesanan']","['sesuai', 'pesanan']"
144,pengirimannya agak lama,pengirimannya agak lama,"['pengirimannya', 'agak', 'lama']","['pengirimannya', 'lama']"
145,proses kirim cepat pesan same day jam malam dikirim hari itu jg nyampe malam pas bgt untungnya krn lg butuh buat besok paginya jarak expired cuma setahun,proses kirim cepat pesan same day jam malam dikirim hari itu juga sampai malam pas banget untungnya karena lagi butuh buat besok paginya jarak expired cuma setahun,"['proses', 'kirim', 'cepat', 'pesan', 'same', 'day', 'jam', 'malam', 'dikirim', 'hari', 'itu', 'juga', 'sampai', 'malam', 'pas', 'banget', 'untungnya', 'karena', 'lagi', 'butuh', 'buat', 'besok', 'paginya', 'jarak', 'expired', 'cuma', 'setahun']","['proses', 'kirim', 'cepat', 'pesan', 'same', 'day', 'jam', 'malam', 'dikirim', 'hari', 'malam', 'pas', 'banget', 'untungnya', 'butuh', 'buat', 'besok', 'paginya', 'jarak', 'expired', 'cuma', 'setahun']"
146,baru coba sekali dan tipis dulu ga jari bismillah semoga cocok dan berhasil baik,baru coba sekali dan tipis dulu enggak jari bismillah semoga cocok dan berhasil baik,"['baru', 'coba', 'sekali', 'dan', 'tipis', 'dulu', 'enggak', 'jari', 'bismillah', 'semoga', 'cocok', 'dan', 'berhasil', 'baik']","['baru', 'coba', 'sekali', 'tipis', 'dulu', 'enggak', 'jari', 'bismillah', 'semoga', 'cocok', 'berhasil', 'baik']"
147,membantu banget ngurangi jerawat habis dipakek juga gaada sensasi ketarik terus busanya juga tipe yang gabanyak bubble nya,membantu banget ngurangi jerawat habis dipakek juga enggak ada sensasi tertarik terus busanya juga tipe yang gabanyak bubble nya,"['membantu', 'banget', 'ngurangi', 'jerawat', 'habis', 'dipakek', 'juga', 'enggak', 'ada', 'sensasi', 'tertarik', 'terus', 'busanya', 'juga', 'tipe', 'yang', 'gabanyak', 'bubble', 'nya']","['membantu', 'banget', 'ngurangi', 'jerawat', 'habis', 'dipakek', 'enggak', 'sensasi', 'tertarik', 'terus', 'busanya', 'tipe', 'gabanyak', 'bubble', 'nya']"
148,barang sesuai deskripsi kualitas terbaik original pengiriman ontime thanks,barang sesuai deskripsi kualitas terbaik original pengiriman ontime thanks,"['barang', 'sesuai', 'deskripsi', 'kualitas', 'terbaik', 'original', 'pengiriman', 'ontime', 'thanks']","['barang', 'sesuai', 'deskripsi', 'kualitas', 'terbaik', 'original', 'pengiriman', 'ontime', 'thanks']"
149,produknya ok produk cepat blend dgn warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yg tipe berminyak,produknya ok produk cepat blend dengan warna kulit wajah sehingga terlihat natural dan tidak oily di wajah saya yang tipe berminyak,"['produknya', 'ok', 'produk', 'cepat', 'blend', 'dengan', 'warna', 'kulit', 'wajah', 'sehingga', 'terlihat', 'natural', 'dan', 'tidak', 'oily', 'di', 'wajah', 'saya', 'yang', 'tipe', 'berminyak']","['produknya', 'produk', 'cepat', 'blend', 'warna', 'kulit', 'wajah', 'terlihat', 'natural', 'oily', 'wajah', 'tipe', 'berminyak']"
150,tipe kulitku kering tipe kulitku normal,tipe kulitku kering tipe kulitku normal,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal']"
151,sesuai order,sesuai order,"['sesuai', 'order']","['sesuai', 'order']"
